stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,50.933,1.727,0.000,0,9,3257522615.558,415409449.327,76
refined,50.933,1.727,0.000,0,9,3257522615.558,415409449.327,76
