stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,29.122,1.727,0.000,0,9,4223923874.502,859930069.658,76
refined,37.179,1.727,0.000,0,9,4223923874.502,704672704.102,76
