stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.218,"[-1.919, -0.517]",0.701,-3.466,0.001
norefined,c,-5.277,"[-8.442, -2.113]",3.165,-3.328,0.001
norefined,s,-4.655,"[-7.681, -1.629]",3.026,-3.070,0.003
norefined,k0,0.423,"[-0.847, 1.693]",1.270,0.665,0.508
norefined,k1,-1.416,"[-2.67, -0.163]",1.253,-2.255,0.027
norefined,k2,-0.280,"[-1.245, 0.684]",0.965,-0.580,0.564
norefined,k3,0.574,"[-0.217, 1.365]",0.791,1.449,0.152
norefined,k4,0.582,"[-0.905, 2.069]",1.487,0.781,0.438
norefined,k5,0.750,"[-0.266, 1.767]",1.017,1.474,0.145
refined,tt,-1.035,"[-1.423, -0.646]",0.389,-5.311,0.000
refined,c,-5.986,"[-8.104, -3.867]",2.118,-5.640,0.000
refined,s,-3.489,"[-5.03, -1.948]",1.541,-4.520,0.000
refined,k0,0.784,"[-0.022, 1.59]",0.806,1.942,0.056
refined,k1,-0.356,"[-1.042, 0.33]",0.686,-1.037,0.303
refined,k2,0.241,"[-0.34, 0.821]",0.581,0.827,0.411
refined,k3,-0.073,"[-0.557, 0.412]",0.484,-0.299,0.766
refined,k4,0.280,"[-0.611, 1.172]",0.891,0.628,0.532
refined,k5,0.468,"[-0.149, 1.085]",0.617,1.513,0.135
