stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.285,-4.966,-4.810,0.542,-1.442,-0.273,0.895,0.891,1.080,4410765378.540,-0.057
norefined,2,-0.196,-4.988,-4.826,0.474,-1.483,-0.307,0.824,0.829,1.037,2107339299.669,0.039
norefined,3,-0.677,-4.990,-4.822,0.414,-1.528,-0.331,0.753,0.768,0.976,584004896.226,0.136
norefined,4,-1.167,-4.972,-4.790,0.390,-1.561,-0.317,0.709,0.727,0.923,439567935.581,0.235
norefined,5,-0.700,-5.117,-4.768,0.419,-1.475,-0.334,0.700,0.703,0.891,549875857.197,0.137
norefined,6,-1.191,-5.094,-4.733,0.403,-1.504,-0.312,0.660,0.667,0.846,421553131.970,0.234
norefined,7,-0.714,-5.220,-4.726,0.425,-1.431,-0.324,0.652,0.653,0.829,530129407.518,0.137
norefined,8,-1.207,-5.193,-4.689,0.414,-1.457,-0.298,0.615,0.620,0.791,408151628.762,0.232
norefined,9,-0.725,-5.307,-4.693,0.431,-1.393,-0.307,0.608,0.611,0.784,516918584.409,0.137
norefined,10,-1.218,-5.277,-4.655,0.423,-1.416,-0.280,0.574,0.582,0.750,397697887.406,0.231
refined,11,-1.218,-5.277,-4.655,0.423,-1.416,-0.280,0.574,0.582,0.750,397697887.406,0.231
refined,12,-0.750,-4.858,-2.461,0.500,-0.197,0.484,-0.206,0.150,0.458,240833700.405,0.154
refined,13,-0.959,-5.605,-3.199,0.726,-0.344,0.239,-0.074,0.312,0.439,212982478.961,0.171
refined,14,-1.021,-5.918,-3.439,0.778,-0.366,0.233,-0.067,0.285,0.464,212348533.897,0.173
refined,15,-1.032,-5.972,-3.479,0.783,-0.360,0.238,-0.071,0.281,0.467,212331606.784,0.173
refined,16,-1.034,-5.982,-3.487,0.784,-0.357,0.240,-0.072,0.281,0.468,212330783.991,0.173
refined,17,-1.034,-5.985,-3.488,0.784,-0.357,0.240,-0.072,0.281,0.468,212330740.503,0.173
refined,18,-1.035,-5.985,-3.489,0.784,-0.356,0.241,-0.073,0.280,0.468,212330738.211,0.173
refined,19,-1.035,-5.986,-3.489,0.784,-0.356,0.241,-0.073,0.280,0.468,212330738.091,0.173
refined,20,-1.035,-5.986,-3.489,0.784,-0.356,0.241,-0.073,0.280,0.468,212330738.084,0.173
