stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,57.196,2.023,0.000,76,0,9,4218187359.795,485792183.857
refined,87.282,2.023,0.000,76,0,9,4218187359.795,331503153.061
