stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,2.493,2.023,0.016,76,0,9,1429820002.807,1071085808.869
refined,17.454,2.023,0.000,76,0,9,1429820002.807,427508177.880
