stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,77.977,2.023,0.000,76,0,9,3585536653.486,312477465.110
refined,174.745,2.023,0.000,76,0,9,3585536653.486,146508905.467
