stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,115.832,2.023,0.000,76,0,9,2887534831.575,174372463.677
refined,206.733,2.023,0.000,76,0,9,2887534831.575,100365777.754
