stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,132.913,2.023,0.000,76,0,9,2923422152.415,155055460.425
refined,334.879,2.023,0.000,76,0,9,2923422152.415,63575158.378
