stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,76.291,2.023,0.000,0,9,4288046011.219,381226215.149,76
refined,87.907,2.023,0.000,0,9,4288046011.219,334783525.890,76
