stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.317,"[-2.001, -0.633]",0.684,-3.210,0.002
norefined,c,-6.955,"[-10.645, -3.264]",3.691,-3.143,0.002
norefined,s,-3.571,"[-5.468, -1.675]",1.897,-3.141,0.003
norefined,k0,1.268,"[0.107, 2.428]",1.161,1.821,0.073
norefined,k1,0.929,"[-0.463, 2.321]",1.392,1.114,0.269
norefined,k2,0.114,"[-0.431, 0.659]",0.545,0.350,0.728
norefined,k3,0.597,"[-0.25, 1.445]",0.848,1.175,0.244
norefined,k4,1.677,"[0.234, 3.12]",1.443,1.938,0.057
norefined,k5,-1.655,"[-3.194, -0.117]",1.539,-1.794,0.077
refined,tt,-1.026,"[-1.467, -0.586]",0.441,-3.883,0.000
refined,c,-6.150,"[-8.938, -3.362]",2.788,-3.679,0.000
refined,s,-2.945,"[-4.194, -1.695]",1.249,-3.931,0.000
refined,k0,0.429,"[-0.215, 1.074]",0.645,1.110,0.271
refined,k1,-0.462,"[-1.3, 0.377]",0.839,-0.919,0.362
refined,k2,0.200,"[-0.186, 0.586]",0.386,0.865,0.390
refined,k3,0.367,"[-0.368, 1.103]",0.735,0.833,0.408
refined,k4,0.388,"[-0.586, 1.362]",0.974,0.664,0.509
refined,k5,0.089,"[-0.824, 1.003]",0.913,0.163,0.871
