stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.727,"[-1.254, -0.2]",0.527,-2.301,0.025
norefined,c,-7.106,"[-12.414, -1.798]",5.308,-2.233,0.029
norefined,s,-2.966,"[-5.003, -0.928]",2.038,-2.428,0.018
norefined,k0,-0.495,"[-1.48, 0.491]",0.986,-0.837,0.406
norefined,k1,0.592,"[-0.247, 1.432]",0.840,1.176,0.244
norefined,k2,-1.203,"[-2.085, -0.322]",0.881,-2.278,0.026
norefined,k3,1.036,"[-0.321, 2.392]",1.357,1.273,0.207
norefined,k4,0.676,"[-0.334, 1.687]",1.011,1.116,0.268
norefined,k5,0.252,"[-0.559, 1.063]",0.811,0.519,0.606
refined,tt,-1.263,"[-1.963, -0.564]",0.699,-3.013,0.004
refined,c,-7.182,"[-11.208, -3.156]",4.026,-2.975,0.004
refined,s,-3.883,"[-6.095, -1.671]",2.212,-2.928,0.005
refined,k0,-0.871,"[-2.089, 0.347]",1.218,-1.193,0.237
refined,k1,0.380,"[-0.427, 1.187]",0.807,0.785,0.435
refined,k2,0.334,"[-0.361, 1.029]",0.695,0.801,0.426
refined,k3,0.638,"[-0.459, 1.735]",1.097,0.969,0.336
refined,k4,-0.875,"[-2.136, 0.386]",1.261,-1.157,0.251
refined,k5,0.305,"[-0.749, 1.36]",1.055,0.483,0.631
