stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.051,-6.006,-4.602,-1.369,1.054,1.247,0.648,0.104,1.959,1141017879.432,1584,0,0,0.175
norefined,2,-1.350,-6.149,-4.495,-1.406,0.856,1.106,0.514,-0.002,1.762,759259550.914,1584,0,0,0.219
norefined,3,-1.530,-6.345,-4.317,-1.424,0.627,0.922,0.374,-0.042,1.562,558030778.137,1584,0,0,0.241
norefined,4,-1.485,-6.582,-4.101,-1.369,0.400,0.715,0.251,0.041,1.402,421312515.962,1584,0,0,0.226
norefined,5,-1.335,-6.792,-3.941,-1.246,0.199,0.520,0.163,0.200,1.225,332708249.993,1584,0,0,0.197
norefined,6,-1.561,-6.894,-3.817,-1.060,0.072,0.356,0.115,0.413,1.007,316159105.888,1584,0,0,0.226
norefined,7,-1.078,-6.982,-3.873,-0.996,0.041,0.343,0.116,0.425,0.990,321105928.654,1584,0,0,0.154
norefined,8,-1.545,-6.971,-3.799,-0.933,0.011,0.291,0.090,0.503,0.880,298594913.215,1584,0,0,0.222
norefined,9,-1.057,-7.049,-3.860,-0.889,-0.010,0.287,0.087,0.495,0.881,305307611.779,1584,0,0,0.150
norefined,10,-1.530,-7.035,-3.785,-0.832,-0.029,0.241,0.063,0.555,0.779,288034630.702,1584,0,0,0.218
refined,11,-1.530,-7.035,-3.785,-0.832,-0.029,0.241,0.063,0.555,0.779,288034630.702,1584,0,0,0.218
refined,12,-0.858,-5.483,-2.794,0.431,-0.241,-0.511,-0.095,0.086,0.315,215971406.196,1584,0,0,0.156
refined,13,-0.948,-6.086,-2.979,0.091,0.066,-0.351,-0.059,0.249,-0.101,207025099.065,1584,0,0,0.156
refined,14,-0.969,-6.281,-3.067,0.096,0.101,-0.368,-0.088,0.275,-0.095,206834656.592,1584,0,0,0.154
refined,15,-0.970,-6.299,-3.071,0.084,0.116,-0.366,-0.087,0.279,-0.108,206828042.920,1584,0,0,0.154
refined,16,-0.970,-6.306,-3.075,0.084,0.116,-0.366,-0.089,0.280,-0.108,206827790.453,1584,0,0,0.154
refined,17,-0.970,-6.307,-3.074,0.084,0.117,-0.366,-0.089,0.280,-0.109,206827780.432,1584,0,0,0.154
refined,18,-0.970,-6.307,-3.075,0.084,0.117,-0.366,-0.089,0.280,-0.109,206827780.016,1584,0,0,0.154
refined,19,-0.970,-6.307,-3.075,0.084,0.117,-0.366,-0.089,0.280,-0.109,206827779.997,1584,0,0,0.154
refined,20,-0.970,-6.307,-3.075,0.084,0.117,-0.366,-0.089,0.280,-0.109,206827779.996,1584,0,0,0.154
