stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,60.004,2.023,0.000,0,9,2487475708.706,274549683.317,76
refined,171.882,2.023,0.000,0,9,2487475708.706,103263398.468,76
