stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.599,"[-1.025, -0.172]",0.427,-2.803,0.007
norefined,c,-6.227,"[-9.728, -2.725]",3.502,-3.549,0.001
norefined,s,-4.136,"[-6.33, -1.942]",2.194,-3.762,0.000
norefined,k0,1.381,"[0.131, 2.631]",1.250,2.205,0.031
norefined,k1,-0.057,"[-1.289, 1.175]",1.232,-0.092,0.927
norefined,k2,0.907,"[0.206, 1.608]",0.701,2.582,0.012
norefined,k3,-0.011,"[-0.743, 0.722]",0.732,-0.030,0.977
norefined,k4,-1.259,"[-2.38, -0.138]",1.121,-2.241,0.028
norefined,k5,-0.966,"[-2.181, 0.249]",1.215,-1.588,0.117
refined,tt,-0.971,"[-1.298, -0.643]",0.327,-5.917,0.000
refined,c,-6.091,"[-8.099, -4.082]",2.009,-6.052,0.000
refined,s,-2.857,"[-3.686, -2.027]",0.829,-6.877,0.000
refined,k0,-0.377,"[-1.029, 0.274]",0.652,-1.156,0.252
refined,k1,0.287,"[-0.277, 0.852]",0.564,1.017,0.313
refined,k2,0.121,"[-0.27, 0.511]",0.391,0.616,0.540
refined,k3,0.106,"[-0.316, 0.528]",0.422,0.501,0.618
refined,k4,0.413,"[-0.167, 0.993]",0.580,1.421,0.160
refined,k5,-0.066,"[-0.45, 0.318]",0.384,-0.343,0.732
