stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.264,-5.585,-4.482,1.376,0.384,1.891,0.401,-1.298,-1.179,913275005.330,1584,0,0,0.047
norefined,2,-0.745,-5.578,-4.491,1.365,0.369,1.783,0.351,-1.350,-1.204,546477034.119,1584,0,0,0.134
norefined,3,-0.650,-5.821,-4.335,1.316,0.175,1.472,0.228,-1.421,-1.229,427777121.522,1584,0,0,0.112
norefined,4,-1.057,-5.867,-4.296,1.343,0.155,1.196,0.181,-1.440,-1.201,410586398.864,1584,0,0,0.180
norefined,5,-0.640,-6.033,-4.224,1.323,0.052,1.057,0.091,-1.425,-1.133,347133887.798,1584,0,0,0.106
norefined,6,-1.101,-6.016,-4.211,1.350,0.074,0.869,0.071,-1.426,-1.116,350102439.492,1584,0,0,0.183
norefined,7,-0.653,-6.161,-4.154,1.338,0.003,0.774,0.010,-1.390,-1.038,302537799.492,1584,0,0,0.106
norefined,8,-1.127,-6.130,-4.137,1.363,0.034,0.626,-0.000,-1.381,-1.028,313725686.684,1584,0,0,0.184
norefined,9,-0.669,-6.263,-4.089,1.347,-0.023,0.547,-0.046,-1.337,-0.949,274549683.317,1584,0,0,0.107
norefined,10,-1.152,-6.224,-4.070,1.369,0.016,0.437,-0.049,-1.320,-0.942,289329049.785,1584,0,0,0.185
refined,11,-0.669,-6.263,-4.089,1.347,-0.023,0.547,-0.046,-1.337,-0.949,274549683.317,1584,0,0,0.107
refined,12,-0.976,-4.705,-1.011,-1.303,0.762,-0.398,0.266,0.613,1.011,395737299.786,1584,0,0,0.207
refined,13,-0.642,-3.594,-1.994,0.147,-0.066,-0.633,-0.453,0.652,-0.155,133561879.818,1584,0,0,0.178
refined,14,-0.810,-4.644,-2.193,-0.236,0.243,-0.424,-0.071,0.304,0.082,104214335.552,1584,0,0,0.174
refined,15,-0.900,-5.186,-2.405,-0.301,0.319,-0.401,0.009,0.308,0.087,103276818.710,1584,0,0,0.174
refined,16,-0.898,-5.171,-2.404,-0.287,0.309,-0.401,0.018,0.290,0.096,103263575.612,1584,0,0,0.174
refined,17,-0.899,-5.180,-2.408,-0.288,0.310,-0.401,0.019,0.291,0.096,103263403.753,1584,0,0,0.174
refined,18,-0.899,-5.179,-2.407,-0.288,0.309,-0.401,0.019,0.291,0.096,103263398.653,1584,0,0,0.174
refined,19,-0.899,-5.179,-2.408,-0.288,0.309,-0.401,0.019,0.291,0.096,103263398.474,1584,0,0,0.174
refined,20,-0.899,-5.179,-2.407,-0.288,0.309,-0.401,0.019,0.291,0.096,103263398.468,1584,0,0,0.174
