stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,85.173,2.023,0.000,0,9,2670630897.725,214660655.220,76
refined,220.981,2.023,0.000,0,9,2670630897.725,87036417.616,76
