stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.796,"[-1.947, 0.354]",1.151,-1.154,0.253
norefined,c,-4.290,"[-10.721, 2.141]",6.431,-1.113,0.270
norefined,s,-3.542,"[-8.545, 1.461]",5.003,-1.181,0.242
norefined,k0,-0.298,"[-2.449, 1.852]",2.150,-0.231,0.818
norefined,k1,-2.248,"[-5.758, 1.263]",3.511,-1.068,0.289
norefined,k2,-1.787,"[-6.63, 3.056]",4.843,-0.615,0.540
norefined,k3,0.496,"[-2.285, 3.277]",2.781,0.297,0.767
norefined,k4,-0.952,"[-2.886, 0.982]",1.934,-0.821,0.414
norefined,k5,-1.162,"[-3.766, 1.441]",2.604,-0.745,0.459
refined,tt,-3.186,"[-11.946, 5.574]",8.760,-0.607,0.546
refined,c,-15.952,"[-60.926, 29.022]",44.974,-0.592,0.556
refined,s,-7.853,"[-28.138, 12.432]",20.285,-0.646,0.521
refined,k0,-0.569,"[-5.461, 4.323]",4.892,-0.194,0.847
refined,k1,-6.341,"[-26.653, 13.97]",20.312,-0.521,0.604
refined,k2,-4.280,"[-23.744, 15.184]",19.464,-0.367,0.715
refined,k3,-1.079,"[-7.322, 5.163]",6.243,-0.288,0.774
refined,k4,0.022,"[-6.791, 6.835]",6.813,0.005,0.996
refined,k5,-1.835,"[-8.842, 5.171]",7.006,-0.437,0.664
