stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.606,"[-1.353, 0.141]",0.747,-1.353,0.181
norefined,c,-4.562,"[-9.203, 0.08]",4.642,-1.639,0.106
norefined,s,-3.624,"[-7.492, 0.243]",3.867,-1.563,0.123
norefined,k0,-0.146,"[-1.569, 1.278]",1.423,-0.171,0.865
norefined,k1,-1.582,"[-3.363, 0.199]",1.781,-1.482,0.143
norefined,k2,-1.032,"[-3.88, 1.817]",2.849,-0.604,0.548
norefined,k3,1.228,"[-0.833, 3.29]",2.062,0.994,0.324
norefined,k4,-0.893,"[-2.43, 0.643]",1.537,-0.970,0.336
norefined,k5,-1.003,"[-2.682, 0.676]",1.679,-0.996,0.323
refined,tt,-0.361,"[-0.576, -0.146]",0.215,-2.802,0.007
refined,c,-2.494,"[-3.772, -1.216]",1.278,-3.255,0.002
refined,s,-1.471,"[-2.29, -0.652]",0.819,-2.994,0.004
refined,k0,0.123,"[-0.269, 0.514]",0.392,0.523,0.603
refined,k1,-0.332,"[-1.019, 0.355]",0.687,-0.807,0.423
refined,k2,0.377,"[-0.345, 1.098]",0.721,0.871,0.387
refined,k3,-0.029,"[-0.621, 0.563]",0.592,-0.081,0.935
refined,k4,-0.437,"[-1.029, 0.155]",0.592,-1.231,0.223
refined,k5,-0.178,"[-0.831, 0.475]",0.653,-0.454,0.651
