stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.016,"[-1.439, -0.592]",0.424,-4.784,0.000
norefined,c,-7.909,"[-11.303, -4.515]",3.394,-4.652,0.000
norefined,s,-4.031,"[-5.785, -2.277]",1.754,-4.587,0.000
norefined,k0,0.691,"[-0.439, 1.82]",1.129,1.221,0.226
norefined,k1,-0.441,"[-1.208, 0.326]",0.767,-1.149,0.255
norefined,k2,-0.320,"[-1.184, 0.544]",0.864,-0.739,0.463
norefined,k3,-0.304,"[-0.926, 0.319]",0.623,-0.973,0.334
norefined,k4,-0.655,"[-1.403, 0.093]",0.748,-1.748,0.085
norefined,k5,0.557,"[-0.528, 1.643]",1.086,1.025,0.309
refined,tt,-0.935,"[-1.228, -0.642]",0.293,-6.374,0.000
refined,c,-5.720,"[-7.406, -4.034]",1.686,-6.770,0.000
refined,s,-2.700,"[-3.51, -1.889]",0.811,-6.648,0.000
refined,k0,0.113,"[-0.34, 0.566]",0.453,0.499,0.620
refined,k1,-0.415,"[-0.884, 0.055]",0.469,-1.763,0.082
refined,k2,0.621,"[0.012, 1.23]",0.609,2.035,0.046
refined,k3,0.014,"[-0.365, 0.392]",0.379,0.072,0.943
refined,k4,0.078,"[-0.326, 0.482]",0.404,0.384,0.702
refined,k5,-0.667,"[-1.34, 0.006]",0.673,-1.978,0.052
