stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.963,-6.004,-4.546,-1.800,0.742,-0.052,1.591,0.590,1.588,715923662.601,1584,0,0,0.493
norefined,2,-2.511,-6.125,-4.658,-1.864,0.708,-0.116,1.520,0.521,1.582,449840206.030,1584,0,0,0.410
norefined,3,-2.044,-6.253,-4.719,-1.929,0.680,-0.149,1.468,0.463,1.572,272437858.313,1584,0,0,0.327
norefined,4,-1.564,-6.374,-4.736,-1.968,0.675,-0.142,1.445,0.426,1.582,114228079.294,1584,0,0,0.245
norefined,5,-1.075,-6.479,-4.739,-1.985,0.673,-0.128,1.448,0.405,1.581,49722679.406,1584,0,0,0.166
norefined,6,-1.509,-6.474,-4.664,-2.079,0.556,-0.219,1.409,0.289,1.478,95175285.341,1584,0,0,0.233
norefined,7,-1.020,-6.573,-4.664,-2.083,0.565,-0.193,1.421,0.290,1.491,44805121.843,1584,0,0,0.155
norefined,8,-1.481,-6.544,-4.614,-2.155,0.470,-0.260,1.393,0.202,1.407,87081944.702,1584,0,0,0.226
norefined,9,-0.992,-6.640,-4.611,-2.155,0.484,-0.230,1.409,0.214,1.428,41710940.807,1584,0,0,0.149
norefined,10,-1.460,-6.603,-4.568,-2.217,0.396,-0.285,1.386,0.134,1.353,81899656.186,1584,0,0,0.221
refined,11,-0.992,-6.640,-4.611,-2.155,0.484,-0.230,1.409,0.214,1.428,41710940.807,1584,0,0,0.149
refined,12,-0.666,-5.096,-2.643,-0.686,-1.262,-0.132,2.450,-1.234,0.224,34986023.011,1584,0,0,0.131
refined,13,-0.886,-6.434,-3.365,-0.745,-1.068,-0.905,1.969,-0.721,0.241,20061762.234,1584,0,0,0.138
refined,14,-0.770,-5.474,-3.075,-1.154,-0.486,-0.726,2.023,-0.647,0.683,18975650.630,1584,0,0,0.141
refined,15,-0.787,-5.600,-3.033,-1.060,-0.379,-0.924,1.866,-0.635,0.514,18694650.650,1584,0,0,0.141
refined,16,-0.751,-5.379,-2.951,-1.129,-0.289,-0.816,1.936,-0.672,0.495,18624460.393,1584,0,0,0.140
refined,17,-0.744,-5.357,-2.886,-1.054,-0.223,-0.859,1.803,-0.669,0.401,18583373.991,1584,0,0,0.139
refined,18,-0.728,-5.254,-2.852,-1.087,-0.174,-0.810,1.829,-0.678,0.391,18562278.601,1584,0,0,0.139
refined,19,-0.724,-5.237,-2.818,-1.051,-0.141,-0.825,1.763,-0.674,0.347,18552748.083,1584,0,0,0.138
refined,20,-0.718,-5.198,-2.808,-1.067,-0.122,-0.804,1.776,-0.677,0.346,18548784.658,1584,0,0,0.138
