stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.310,"[-2.282, -0.338]",0.972,-2.247,0.028
norefined,c,-7.834,"[-13.555, -2.114]",5.721,-2.284,0.026
norefined,s,-2.504,"[-4.626, -0.383]",2.122,-1.969,0.053
norefined,k0,-0.064,"[-1.025, 0.896]",0.961,-0.112,0.911
norefined,k1,0.852,"[-0.975, 2.679]",1.827,0.778,0.440
norefined,k2,0.825,"[-0.302, 1.952]",1.127,1.220,0.227
norefined,k3,-1.343,"[-2.944, 0.257]",1.600,-1.400,0.166
norefined,k4,-0.157,"[-1.431, 1.117]",1.274,-0.206,0.838
norefined,k5,-0.357,"[-1.283, 0.569]",0.926,-0.643,0.522
refined,tt,-1.417,"[-2.374, -0.461]",0.956,-2.472,0.016
refined,c,-8.526,"[-13.952, -3.101]",5.425,-2.621,0.011
refined,s,-3.961,"[-6.632, -1.29]",2.671,-2.474,0.016
refined,k0,-0.117,"[-0.946, 0.712]",0.829,-0.236,0.814
refined,k1,0.713,"[-0.675, 2.1]",1.387,0.857,0.395
refined,k2,0.174,"[-0.548, 0.896]",0.722,0.402,0.689
refined,k3,-0.838,"[-2.079, 0.403]",1.241,-1.126,0.264
refined,k4,-0.268,"[-1.441, 0.904]",1.173,-0.382,0.704
refined,k5,0.092,"[-0.69, 0.873]",0.781,0.196,0.845
