stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.021,-7.205,-3.271,1.508,-0.906,0.122,-1.938,-1.523,1.418,2436121575.477,1584,0,0,-0.003
norefined,2,-0.474,-7.205,-3.243,1.511,-0.912,0.091,-1.975,-1.547,1.378,1659275780.564,1584,0,0,0.066
norefined,3,-0.964,-7.195,-3.168,1.521,-0.875,0.056,-1.967,-1.535,1.343,1094658625.977,1584,0,0,0.134
norefined,4,-1.378,-7.201,-3.128,1.515,-0.709,0.045,-1.914,-1.320,1.353,1376308264.282,1584,0,0,0.191
norefined,5,-0.894,-7.246,-3.235,1.491,-0.704,0.051,-1.908,-1.289,1.327,1084901144.048,1584,0,0,0.123
norefined,6,-1.376,-7.230,-3.167,1.493,-0.624,0.030,-1.882,-1.221,1.302,1358592333.728,1584,0,0,0.190
norefined,7,-0.892,-7.275,-3.271,1.469,-0.620,0.038,-1.878,-1.190,1.280,1072301424.827,1584,0,0,0.123
norefined,8,-1.375,-7.257,-3.202,1.469,-0.545,0.017,-1.852,-1.132,1.251,1342041610.476,1584,0,0,0.189
norefined,9,-0.890,-7.302,-3.303,1.444,-0.542,0.026,-1.850,-1.100,1.232,1060644023.293,1584,0,0,0.122
norefined,10,-1.374,-7.283,-3.233,1.442,-0.470,0.006,-1.823,-1.049,1.200,1326108207.132,1584,0,0,0.189
refined,11,-0.890,-7.302,-3.303,1.444,-0.542,0.026,-1.850,-1.100,1.232,1060644023.293,1584,0,0,0.122
refined,12,-0.147,0.559,0.138,-0.929,0.804,0.839,0.962,1.821,-1.576,5790861918.017,1584,0,0,-0.264
refined,13,0.110,-2.788,-0.928,2.023,-1.352,-1.700,-2.285,-3.460,3.658,3125501780.866,1584,0,0,-0.039
refined,14,-0.906,3.928,0.441,-3.630,3.540,4.515,4.604,8.495,-8.988,7345596680.785,1584,0,0,-0.231
refined,15,3.718,-18.704,-2.126,18.300,-13.931,-9.928,-24.353,-36.599,38.615,6252677356.740,1584,0,0,-0.199
refined,16,-19.427,87.802,-9.883,-84.214,83.073,67.939,98.768,168.079,-184.459,8387483605.694,1584,0,0,-0.221
refined,17,-42.240,-641.396,-456.997,772.911,188.461,-1200.322,922.299,1336.675,-1576.427,8163171155.186,1584,0,0,0.066
refined,18,5719.657,-18993.406,6360.435,-24624.212,-1110.919,-39081.316,-25177.180,27457.807,27240.361,9989721821.026,1584,0,0,-0.301
refined,19,5719.657,-18993.406,6360.435,-24624.212,-1110.919,-39081.316,-25177.180,27457.807,27240.361,9989721821.026,1584,0,0,-0.301
refined,20,5719.657,-18993.406,6360.435,-24624.212,-1110.919,-39081.316,-25177.180,27457.807,27240.361,9989721821.026,1584,0,0,-0.301
