stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.051,"[-1.552, -0.55]",0.501,-4.190,0.000
norefined,c,-5.978,"[-8.725, -3.232]",2.746,-4.345,0.000
norefined,s,-3.051,"[-4.653, -1.448]",1.603,-3.799,0.000
norefined,k0,0.361,"[-0.541, 1.262]",0.902,0.798,0.428
norefined,k1,0.858,"[0.001, 1.715]",0.857,1.999,0.050
norefined,k2,0.344,"[-0.526, 1.214]",0.870,0.789,0.433
norefined,k3,-1.101,"[-2.135, -0.067]",1.034,-2.125,0.037
norefined,k4,-0.575,"[-1.341, 0.192]",0.766,-1.497,0.139
norefined,k5,-0.766,"[-1.452, -0.08]",0.686,-2.229,0.029
refined,tt,-0.819,"[-1.083, -0.556]",0.264,-6.197,0.000
refined,c,-4.802,"[-6.37, -3.233]",1.568,-6.111,0.000
refined,s,-2.357,"[-3.171, -1.543]",0.814,-5.782,0.000
refined,k0,-0.162,"[-0.678, 0.354]",0.516,-0.628,0.532
refined,k1,0.247,"[-0.197, 0.691]",0.444,1.110,0.271
refined,k2,0.296,"[-0.249, 0.841]",0.545,1.085,0.282
refined,k3,-0.030,"[-0.536, 0.475]",0.505,-0.120,0.905
refined,k4,-0.471,"[-0.939, -0.004]",0.468,-2.011,0.048
refined,k5,0.010,"[-0.363, 0.383]",0.373,0.055,0.956
