stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,30.872,2.347,0.000,19,0,9,904288504.596,31415903.109
refined,112.214,2.347,0.000,19,0,9,904288504.596,8866202.147
