stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,50.100,2.023,0.000,0,9,2232288103.200,288790473.356,76
refined,73.511,2.023,0.000,0,9,2232288103.200,205275888.030,76
