stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.272,"[-2.513, -0.031]",1.241,-1.709,0.092
norefined,c,-7.623,"[-15.426, 0.179]",7.802,-1.630,0.108
norefined,s,-2.257,"[-5.289, 0.775]",3.032,-1.242,0.219
norefined,k0,-1.412,"[-3.065, 0.24]",1.653,-1.425,0.159
norefined,k1,-0.248,"[-2.253, 1.757]",2.005,-0.206,0.837
norefined,k2,0.510,"[-0.718, 1.739]",1.228,0.693,0.491
norefined,k3,-0.904,"[-2.481, 0.674]",1.578,-0.955,0.343
norefined,k4,-1.240,"[-2.587, 0.107]",1.347,-1.536,0.129
norefined,k5,1.033,"[-1.213, 3.278]",2.246,0.767,0.446
refined,tt,-0.794,"[-1.351, -0.237]",0.557,-2.379,0.020
refined,c,-5.290,"[-8.85, -1.729]",3.560,-2.478,0.016
refined,s,-2.201,"[-3.807, -0.595]",1.606,-2.285,0.025
refined,k0,-0.534,"[-1.147, 0.079]",0.613,-1.453,0.151
refined,k1,0.484,"[-0.329, 1.297]",0.813,0.993,0.324
refined,k2,0.475,"[-0.156, 1.105]",0.631,1.254,0.214
refined,k3,-0.700,"[-1.599, 0.199]",0.899,-1.299,0.198
refined,k4,0.036,"[-0.666, 0.738]",0.702,0.086,0.932
refined,k5,0.164,"[-0.634, 0.962]",0.798,0.343,0.733
