stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.458,"[-2.821, -0.094]",1.363,-1.783,0.079
norefined,c,-7.609,"[-15.386, 0.169]",7.778,-1.632,0.107
norefined,s,-2.345,"[-5.328, 0.638]",2.983,-1.311,0.194
norefined,k0,-1.183,"[-2.845, 0.479]",1.662,-1.187,0.239
norefined,k1,-0.354,"[-2.29, 1.582]",1.936,-0.305,0.761
norefined,k2,0.426,"[-0.847, 1.7]",1.274,0.558,0.578
norefined,k3,-0.732,"[-2.529, 1.065]",1.797,-0.680,0.499
norefined,k4,-1.107,"[-2.617, 0.404]",1.510,-1.222,0.226
norefined,k5,0.893,"[-1.12, 2.907]",2.013,0.740,0.462
refined,tt,-0.816,"[-1.312, -0.32]",0.496,-2.744,0.008
refined,c,-4.942,"[-7.956, -1.927]",3.014,-2.734,0.008
refined,s,-2.238,"[-3.714, -0.762]",1.476,-2.529,0.014
refined,k0,0.031,"[-0.538, 0.6]",0.569,0.090,0.929
refined,k1,-0.176,"[-0.999, 0.647]",0.823,-0.356,0.723
refined,k2,-0.022,"[-0.562, 0.518]",0.540,-0.067,0.947
refined,k3,0.105,"[-0.644, 0.855]",0.749,0.235,0.815
refined,k4,0.555,"[-0.116, 1.225]",0.670,1.380,0.172
refined,k5,-0.099,"[-0.789, 0.591]",0.690,-0.240,0.811
