stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.513,"[-1.018, -0.008]",0.505,-1.695,0.095
norefined,c,-4.905,"[-9.123, -0.686]",4.219,-1.939,0.057
norefined,s,-3.173,"[-5.773, -0.573]",2.600,-2.036,0.046
norefined,k0,-0.044,"[-1.561, 1.472]",1.516,-0.049,0.961
norefined,k1,1.131,"[-0.421, 2.684]",1.553,1.215,0.229
norefined,k2,-1.305,"[-3.174, 0.564]",1.869,-1.165,0.248
norefined,k3,-1.233,"[-3.011, 0.545]",1.778,-1.157,0.252
norefined,k4,1.215,"[-0.69, 3.119]",1.904,1.064,0.291
norefined,k5,-0.058,"[-1.178, 1.061]",1.120,-0.087,0.931
refined,tt,-0.871,"[-1.572, -0.171]",0.700,-2.076,0.042
refined,c,-4.515,"[-7.992, -1.038]",3.477,-2.166,0.034
refined,s,-3.042,"[-5.347, -0.736]",2.305,-2.201,0.031
refined,k0,0.680,"[-0.76, 2.12]",1.440,0.787,0.434
refined,k1,0.301,"[-0.744, 1.345]",1.045,0.480,0.633
refined,k2,-0.030,"[-1.067, 1.008]",1.038,-0.048,0.962
refined,k3,0.029,"[-0.727, 0.786]",0.757,0.064,0.949
refined,k4,-0.162,"[-0.915, 0.591]",0.753,-0.359,0.720
refined,k5,-0.582,"[-1.553, 0.388]",0.971,-1.001,0.321
