stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.112,-4.901,-2.496,0.003,1.164,-1.613,-1.378,1.848,0.135,1162003112.352,0.023
norefined,2,-0.603,-4.875,-2.532,-0.045,1.113,-1.640,-1.385,1.829,0.113,549977631.568,0.124
norefined,3,-0.275,-4.964,-2.714,-0.040,1.104,-1.530,-1.421,1.534,0.146,792265257.776,0.055
norefined,4,-0.771,-4.932,-2.726,-0.076,1.067,-1.538,-1.409,1.540,0.134,523830186.039,0.156
norefined,5,-0.308,-5.015,-2.801,-0.051,1.080,-1.483,-1.398,1.401,0.154,737342895.765,0.061
norefined,6,-0.804,-4.983,-2.805,-0.087,1.044,-1.490,-1.384,1.413,0.144,498686178.806,0.161
norefined,7,-0.335,-5.069,-2.865,-0.060,1.059,-1.442,-1.366,1.290,0.160,698727627.251,0.066
norefined,8,-0.831,-5.037,-2.864,-0.095,1.023,-1.448,-1.351,1.305,0.151,478461791.326,0.165
norefined,9,-0.358,-5.124,-2.915,-0.066,1.039,-1.403,-1.329,1.192,0.165,668325011.579,0.070
norefined,10,-0.854,-5.091,-2.910,-0.102,1.003,-1.410,-1.313,1.209,0.156,461029039.719,0.168
refined,11,-0.854,-5.091,-2.910,-0.102,1.003,-1.410,-1.313,1.209,0.156,461029039.719,0.168
refined,12,-0.898,-5.725,-3.064,0.276,-0.327,-0.116,-0.047,-0.001,0.017,201300780.527,0.157
refined,13,-1.213,-7.535,-4.088,0.449,-0.197,-0.027,-0.168,0.343,-0.131,190553671.327,0.161
refined,14,-1.312,-8.022,-4.424,0.608,-0.224,0.091,-0.055,0.370,-0.240,189598162.398,0.164
refined,15,-1.371,-8.298,-4.605,0.716,-0.226,0.133,-0.004,0.367,-0.308,189426348.715,0.165
refined,16,-1.394,-8.399,-4.675,0.757,-0.224,0.146,0.018,0.362,-0.336,189399519.706,0.166
refined,17,-1.402,-8.437,-4.701,0.773,-0.222,0.150,0.026,0.361,-0.347,189395739.601,0.166
refined,18,-1.406,-8.450,-4.711,0.779,-0.222,0.151,0.029,0.360,-0.351,189395225.449,0.166
refined,19,-1.407,-8.455,-4.714,0.781,-0.221,0.152,0.030,0.359,-0.352,189395156.441,0.166
refined,20,-1.407,-8.457,-4.716,0.781,-0.221,0.152,0.031,0.359,-0.353,189395147.221,0.166
