stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,62.627,2.023,0.000,0,9,2654531348.650,282021195.371,76
refined,102.757,2.023,0.000,0,9,2654531348.650,179322416.011,76
