stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,84.528,2.023,0.000,76,0,9,3006755051.163,243373905.400
refined,185.780,2.023,0.000,76,0,9,3006755051.163,115842659.124
