stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.093,"[-1.564, -0.622]",0.471,-4.633,0.000
norefined,c,-7.326,"[-10.504, -4.147]",3.178,-4.601,0.000
norefined,s,-3.628,"[-5.19, -2.066]",1.562,-4.637,0.000
norefined,k0,-1.219,"[-2.205, -0.233]",0.986,-2.468,0.016
norefined,k1,0.757,"[-0.193, 1.707]",0.950,1.591,0.116
norefined,k2,-0.066,"[-1.001, 0.869]",0.935,-0.141,0.888
norefined,k3,0.700,"[-0.044, 1.445]",0.745,1.878,0.065
norefined,k4,1.074,"[0.183, 1.966]",0.892,2.405,0.019
norefined,k5,-0.559,"[-1.261, 0.143]",0.702,-1.589,0.117
refined,tt,-1.109,"[-1.434, -0.784]",0.325,-6.806,0.000
refined,c,-6.590,"[-8.602, -4.577]",2.013,-6.535,0.000
refined,s,-3.182,"[-4.153, -2.211]",0.971,-6.539,0.000
refined,k0,0.454,"[-0.065, 0.974]",0.520,1.746,0.085
refined,k1,0.501,"[-0.015, 1.017]",0.516,1.938,0.057
refined,k2,0.362,"[-0.245, 0.969]",0.607,1.191,0.238
refined,k3,0.017,"[-0.406, 0.44]",0.423,0.081,0.936
refined,k4,-0.347,"[-0.778, 0.084]",0.431,-1.606,0.113
refined,k5,0.037,"[-0.349, 0.423]",0.386,0.191,0.849
