stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.442,"[-2.175, -0.708]",0.733,-3.925,0.000
norefined,c,-7.122,"[-10.553, -3.691]",3.431,-4.144,0.000
norefined,s,-3.736,"[-5.528, -1.944]",1.792,-4.161,0.000
norefined,k0,-1.457,"[-2.468, -0.446]",1.011,-2.877,0.005
norefined,k1,0.582,"[-0.281, 1.444]",0.862,1.347,0.183
norefined,k2,-0.063,"[-0.954, 0.828]",0.891,-0.140,0.889
norefined,k3,0.581,"[-0.076, 1.239]",0.657,1.766,0.082
norefined,k4,0.872,"[-0.019, 1.763]",0.891,1.953,0.055
norefined,k5,-0.619,"[-1.422, 0.184]",0.803,-1.539,0.129
refined,tt,-0.951,"[-1.215, -0.687]",0.264,-7.187,0.000
refined,c,-5.225,"[-6.736, -3.713]",1.511,-6.900,0.000
refined,s,-2.926,"[-3.761, -2.09]",0.836,-6.989,0.000
refined,k0,-0.042,"[-0.478, 0.393]",0.436,-0.194,0.847
refined,k1,0.068,"[-0.382, 0.518]",0.450,0.300,0.765
refined,k2,0.566,"[0.025, 1.107]",0.541,2.090,0.040
refined,k3,-0.175,"[-0.557, 0.207]",0.382,-0.913,0.364
refined,k4,-0.156,"[-0.516, 0.205]",0.360,-0.863,0.391
refined,k5,-0.114,"[-0.459, 0.232]",0.345,-0.657,0.513
