stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,48.786,1.727,0.000,76,0,9,3964010355.908,524798777.796
refined,60.214,1.727,0.000,76,0,9,3964010355.908,436161752.550
