stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,60.377,2.023,0.000,0,9,4157519686.768,456351015.249,76
refined,80.989,2.023,0.000,0,9,4157519686.768,349983908.415,76
