stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.904,"[-2.228, 0.421]",1.325,-1.236,0.245
norefined,c,-6.999,"[-19.22, 5.221]",12.220,-1.038,0.324
norefined,s,-3.091,"[-7.774, 1.592]",4.683,-1.196,0.259
norefined,k0,0.576,"[-2.936, 4.088]",3.512,0.297,0.772
norefined,k1,-1.805,"[-4.831, 1.22]",3.025,-1.082,0.305
norefined,k2,1.112,"[-2.288, 4.512]",3.400,0.593,0.566
norefined,k3,-0.965,"[-3.368, 1.438]",2.403,-0.728,0.483
norefined,k4,-0.193,"[-3.258, 2.872]",3.065,-0.114,0.911
norefined,k5,0.553,"[-3.386, 4.492]",3.939,0.254,0.804
refined,tt,-1.218,"[-1.986, -0.449]",0.769,-2.870,0.017
refined,c,-8.149,"[-13.603, -2.695]",5.454,-2.708,0.022
refined,s,-3.579,"[-5.656, -1.502]",2.077,-3.123,0.011
refined,k0,-0.917,"[-2.907, 1.072]",1.990,-0.836,0.423
refined,k1,-0.481,"[-2.063, 1.101]",1.582,-0.551,0.594
refined,k2,-0.159,"[-2.388, 2.07]",2.229,-0.129,0.900
refined,k3,1.077,"[-0.503, 2.656]",1.579,1.236,0.245
refined,k4,-0.194,"[-1.652, 1.264]",1.458,-0.241,0.815
refined,k5,0.386,"[-1.766, 2.538]",2.152,0.325,0.752
