attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.723,"[-1.288, -0.157]",0.566,-2.132,0.037,10.468,ngd,42,260951553.965,0.165,-1.000,0.277,0,0,fn
c,-6.988,"[-11.612, -2.364]",4.624,-2.521,0.014,10.468,ngd,42,260951553.965,0.165,-6.000,-0.988,0,0,fn
s,-2.912,"[-5.138, -0.685]",2.227,-2.181,0.033,10.468,ngd,42,260951553.965,0.165,-3.000,0.088,0,0,fn
k0,0.323,"[-1.053, 1.698]",1.375,0.392,0.697,10.468,ngd,42,260951553.965,0.165,0.000,0.323,0,0,fp
k1,-1.240,"[-2.617, 0.136]",1.376,-1.503,0.138,10.468,ngd,42,260951553.965,0.165,0.000,-1.240,0,0,fp
k2,0.983,"[-0.853, 2.819]",1.836,0.893,0.375,10.468,ngd,42,260951553.965,0.165,0.000,0.983,0,0,fp
k3,-0.188,"[-1.224, 0.847]",1.036,-0.303,0.763,10.468,ngd,42,260951553.965,0.165,0.000,-0.188,0,0,fp
k4,-0.480,"[-1.675, 0.715]",1.195,-0.670,0.505,10.468,ngd,42,260951553.965,0.165,0.000,-0.480,0,0,fp
k5,-1.307,"[-2.696, 0.083]",1.389,-1.569,0.121,10.468,ngd,42,260951553.965,0.165,0.000,-1.307,0,0,fp
vot,0.103,,,,,10.468,ngd,42,260951553.965,0.165,0.167,-0.063,0,0,fn
tt,-2.926,"[-9.754, 3.902]",6.828,-0.715,0.477,10.208,lm,42,2377331303.409,0.498,-1.000,-1.926,1,0,fn
c,-6.537,"[-21.032, 7.957]",14.494,-0.752,0.455,10.208,lm,42,2377331303.409,0.498,-6.000,-0.537,1,0,fn
s,-1.777,"[-6.646, 3.091]",4.869,-0.609,0.545,10.208,lm,42,2377331303.409,0.498,-3.000,1.223,1,0,fn
k0,0.297,"[-4.539, 5.133]",4.836,0.103,0.919,10.208,lm,42,2377331303.409,0.498,0.000,0.297,0,0,fp
k1,-1.447,"[-6.47, 3.577]",5.024,-0.480,0.633,10.208,lm,42,2377331303.409,0.498,0.000,-1.447,0,0,fp
k2,1.204,"[-2.998, 5.406]",4.202,0.478,0.634,10.208,lm,42,2377331303.409,0.498,0.000,1.204,0,0,fp
k3,-0.457,"[-4.639, 3.725]",4.182,-0.182,0.856,10.208,lm,42,2377331303.409,0.498,0.000,-0.457,0,0,fp
k4,-0.924,"[-5.723, 3.876]",4.799,-0.321,0.749,10.208,lm,42,2377331303.409,0.498,0.000,-0.924,0,0,fp
k5,-1.708,"[-5.837, 2.42]",4.129,-0.690,0.492,10.208,lm,42,2377331303.409,0.498,0.000,-1.708,0,0,fp
vot,0.448,,,,,10.208,lm,42,2377331303.409,0.498,0.167,0.281,0,0,fn
tt,-0.755,"[-1.002, -0.508]",0.247,-5.097,0.000,21.100,ngd+lm,42,107583602.924,0.106,-1.000,0.245,0,0,fn
c,-5.183,"[-6.798, -3.569]",1.615,-5.354,0.000,21.100,ngd+lm,42,107583602.924,0.106,-6.000,0.817,0,0,fn
s,-2.232,"[-2.925, -1.539]",0.693,-5.373,0.000,21.100,ngd+lm,42,107583602.924,0.106,-3.000,0.768,0,0,fn
k0,0.124,"[-0.484, 0.732]",0.608,0.341,0.734,21.100,ngd+lm,42,107583602.924,0.106,0.000,0.124,0,0,fp
k1,-0.359,"[-0.703, -0.014]",0.344,-1.738,0.087,21.100,ngd+lm,42,107583602.924,0.106,0.000,-0.359,0,1,fp
k2,-0.069,"[-0.663, 0.524]",0.593,-0.195,0.846,21.100,ngd+lm,42,107583602.924,0.106,0.000,-0.069,0,0,fp
k3,0.035,"[-0.433, 0.503]",0.468,0.125,0.901,21.100,ngd+lm,42,107583602.924,0.106,0.000,0.035,0,0,fp
k4,0.153,"[-0.279, 0.584]",0.431,0.590,0.557,21.100,ngd+lm,42,107583602.924,0.106,0.000,0.153,0,0,fp
k5,0.147,"[-0.318, 0.612]",0.465,0.528,0.599,21.100,ngd+lm,42,107583602.924,0.106,0.000,0.147,0,0,fp
vot,0.146,,,,,21.100,ngd+lm,42,107583602.924,0.106,0.167,-0.021,0,0,fn
