link_type,alpha,beta,tf,k,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,id,rhoj,lane,ff_speed,length,inrix_id.1,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix,free_flow_speed,tt_sd_adj,speed_sd_length,speed_reliability,tt_avg_adj,median_inc_length,no_incidents,incident,no_bus_stops,bus_stop,no_intersections,intersection,low_inc,high_inc,reliable_tt,unreliable_tt,reliable_speed,unreliable_speed
LWRLK,0.150,4.000,0.105,1800.000,0,,1800.000,0.105,35,,[],168,180.000,1,35,0.061,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.319,0.439,0.000,0.000,0.000,0.105,0.581,0.000,0.000,0.000,0.050,0.015,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.210,1800.000,0,,1800.000,0.210,45,449891944.000,[],2860,200.000,3,45,0.157,449891944.000,0.307,0.367,0.279,0.973,26.719,0.179,0.220,0.190,0.000,0.259,0.067,0.220,0.000,0.319,0.439,0.000,0.000,0.000,0.354,0.444,0.111,0.053,0.633,0.007,0.038,1,0,1,0,1,0,0,1,0,1,0,1
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],163,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.763,2000.000,1,2493.000,2000.000,0.763,60,1626678434.000,[601348],164,180.000,2,60,0.763,1626678434.000,0.284,0.349,0.236,0.239,34.797,0.367,0.533,0.200,0.000,0.137,0.019,0.533,0.000,0.182,0.556,0.275,0.000,0.000,1.316,0.580,1.000,0.529,0.564,0.038,0.106,0,1,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.131,2400.000,1,2308.800,2400.000,0.131,65,1626662686.000,[601348],441,200.000,5,65,0.142,1626662686.000,0.968,0.972,0.971,0.213,70.836,0.130,0.046,0.368,0.000,0.020,0.000,0.046,0.000,0.174,0.339,0.000,0.000,0.000,0.120,1.183,0.008,0.035,0.830,0.002,0.019,1,0,1,0,1,0,1,0,0,1,1,0
LWRLK,0.150,4.000,0.099,2400.000,0,,2400.000,0.099,65,429471481.000,[],1191,200.000,3,65,0.107,429471481.000,0.633,0.633,0.647,0.089,54.059,0.593,0.314,1.000,0.000,0.043,0.003,0.314,0.000,0.394,0.448,0.600,0.000,0.000,0.119,0.899,0.053,0.120,0.850,0.002,0.032,0,1,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.219,1800.000,0,,1800.000,0.219,45,449891944.000,[],2832,200.000,3,45,0.165,449891944.000,0.307,0.367,0.279,0.973,26.719,0.179,0.220,0.190,0.000,0.259,0.067,0.220,0.000,0.319,0.439,0.000,0.000,0.000,0.370,0.446,0.116,0.056,0.633,0.008,0.040,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.170,2400.000,0,,2400.000,0.170,65,1626615805.000,[],169,200.000,2,65,0.184,1626615805.000,0.939,0.963,0.929,0.533,68.972,0.133,0.050,0.281,0.000,0.038,0.003,0.050,0.000,0.575,0.521,0.100,0.000,0.111,0.160,1.150,0.011,0.046,0.802,0.003,0.080,0,1,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.556,2000.000,1,1705.000,2000.000,0.556,60,,[602348],171,180.000,2,60,0.556,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.556,0.025,0.000,0.111,0.556,1.000,0.000,0.000,0.000,0.263,0.077,0,1,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.300,2400.000,1,2089.000,2400.000,0.300,65,1626733647.000,[602348],411,200.000,4,65,0.325,1626733647.000,0.956,0.945,0.918,0.158,71.458,0.148,0.055,0.302,0.000,0.010,0.000,0.055,0.000,0.199,0.429,0.000,0.000,0.111,0.273,1.190,0.021,0.091,0.808,0.005,0.049,1,0,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.520,1800.000,0,,1800.000,0.520,45,449891959.000,[],172,200.000,2,45,0.390,449891959.000,0.390,0.459,0.403,0.477,36.661,0.279,0.238,0.202,0.000,0.151,0.021,0.238,0.000,0.338,0.435,0.000,0.000,0.333,0.638,0.611,0.217,0.206,0.731,0.014,0.100,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],1731,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.164,1800.000,0,,1800.000,0.164,45,449872520.000,[],173,200.000,5,45,0.123,449872520.000,0.323,0.385,0.324,0.578,29.826,0.222,0.236,0.405,0.000,0.173,0.029,0.236,0.000,0.338,0.435,0.025,0.000,0.111,0.247,0.498,0.083,0.052,0.699,0.005,0.032,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.176,1800.000,0,,1800.000,0.176,45,449891953.000,[],1347,200.000,6,45,0.132,449891953.000,0.243,0.376,0.274,0.997,21.748,0.150,0.188,0.225,0.000,0.272,0.072,0.188,0.000,0.338,0.435,0.025,0.250,0.111,0.364,0.363,0.098,0.038,0.606,0.008,0.034,0,1,0,1,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.202,1800.000,0,,1800.000,0.202,40,449897465.000,[],1713,200.000,5,40,0.135,449897465.000,0.293,0.413,0.329,0.382,28.583,0.244,0.256,0.246,0.000,0.139,0.019,0.256,0.000,0.810,0.471,0.025,0.000,0.111,0.283,0.477,0.103,0.062,0.663,0.007,0.083,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.094,1800.000,0,,1800.000,0.094,45,1626705443.000,[],4251,200.000,6,45,0.071,1626705443.000,0.249,0.266,0.233,0.027,24.233,0.168,0.247,0.418,0.000,0.016,0.000,0.247,0.000,0.810,0.471,0.025,0.000,0.222,0.175,0.406,0.062,0.023,0.727,0.004,0.044,0,1,1,0,0,1,0,1,0,1,0,1
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],174,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],175,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],176,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],177,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.169,1800.000,0,,1800.000,0.169,25,,[],178,180.000,2,25,0.070,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.421,0.000,0.000,0.000,0.169,0.414,0.000,0.000,0.000,0.080,0.019,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.074,1800.000,0,,1800.000,0.074,25,,[],2086,200.000,2,25,0.031,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.421,0.000,0.000,0.111,0.074,0.419,0.000,0.000,0.000,0.035,0.009,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2928,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.169,1800.000,0,,1800.000,0.169,25,,[],179,180.000,2,25,0.070,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.421,0.000,0.000,0.000,0.169,0.414,0.000,0.000,0.000,0.080,0.019,1,0,1,0,1,0,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2128,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.074,1800.000,0,,1800.000,0.074,25,441679083.000,[],2125,200.000,2,25,0.031,441679083.000,0.339,0.385,0.317,0.236,30.447,0.206,0.224,0.211,0.000,0.064,0.005,0.224,0.000,0.363,0.421,0.000,0.000,0.111,0.061,0.508,0.019,0.012,0.684,0.001,0.009,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.175,1800.000,0,,1800.000,0.175,40,441679082.000,[],2090,200.000,3,40,0.117,441679082.000,0.359,0.367,0.334,0.223,36.661,0.238,0.245,0.250,0.000,0.067,0.005,0.245,0.000,0.363,0.421,0.000,0.250,0.222,0.191,0.613,0.067,0.053,0.757,0.005,0.032,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.116,1800.000,0,,1800.000,0.116,40,441679080.000,[],2091,200.000,4,40,0.077,441679080.000,0.339,0.385,0.317,0.265,30.447,0.206,0.224,0.211,0.000,0.072,0.005,0.224,0.000,0.363,0.421,0.000,0.000,0.111,0.152,0.507,0.049,0.030,0.684,0.003,0.021,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.411,1800.000,0,,1800.000,0.411,30,,[],2120,200.000,1,30,0.206,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.393,0.502,0.000,0.000,0.111,0.411,0.501,0.000,0.000,0.000,0.195,0.061,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.258,2400.000,0,,2400.000,0.258,65,1626640522.000,[],180,200.000,2,65,0.279,1626640522.000,0.891,0.872,0.841,0.400,68.972,0.346,0.142,0.232,0.000,0.077,0.005,0.142,0.000,0.386,0.480,0.000,0.000,0.000,0.243,1.148,0.049,0.183,0.802,0.004,0.082,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],181,180.000,1,30,0.061,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.529,0.771,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.024,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],187,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],183,180.000,1,30,0.061,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.529,0.771,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.024,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],191,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.415,1800.000,0,,1800.000,0.415,45,441679114.000,[],1905,200.000,2,45,0.311,441679114.000,0.379,0.431,0.356,0.411,32.933,0.219,0.211,0.274,0.000,0.105,0.011,0.211,0.000,0.529,0.771,0.000,0.000,0.000,0.567,0.549,0.171,0.129,0.687,0.012,0.125,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.097,1800.000,0,,1800.000,0.097,45,441679115.000,[],1908,200.000,2,45,0.073,441679115.000,0.360,0.394,0.330,0.236,31.069,0.187,0.195,0.238,0.000,0.056,0.003,0.195,0.000,0.529,0.771,0.000,0.250,0.000,0.141,0.518,0.039,0.026,0.695,0.003,0.029,1,0,0,1,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],182,180.000,1,30,0.061,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.529,0.771,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.024,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],184,180.000,1,30,0.061,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.529,0.771,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.024,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.105,1800.000,0,,1800.000,0.105,45,441461258.000,[],2900,200.000,3,45,0.079,441461258.000,0.379,0.431,0.356,0.226,32.933,0.219,0.211,0.274,0.000,0.059,0.003,0.211,0.000,0.529,0.771,0.000,0.250,0.000,0.143,0.552,0.043,0.033,0.687,0.003,0.032,1,0,0,1,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.156,1800.000,0,,1800.000,0.156,45,441679113.000,[],2902,200.000,3,45,0.117,441679113.000,0.360,0.394,0.330,0.431,31.069,0.187,0.195,0.238,0.000,0.095,0.008,0.195,0.000,0.529,0.771,0.000,0.000,0.000,0.226,0.518,0.063,0.041,0.695,0.005,0.047,1,0,1,0,1,0,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],188,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],193,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.146,1800.000,0,,1800.000,0.146,25,,[],196,180.000,1,25,0.061,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.405,0.000,0.000,0.000,0.146,0.418,0.000,0.000,0.000,0.069,0.012,1,0,1,0,1,0,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],204,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.116,1800.000,0,,1800.000,0.116,40,400032605.000,[],2031,200.000,4,40,0.077,400032605.000,0.391,0.394,0.369,0.290,36.040,0.266,0.249,0.312,0.000,0.090,0.008,0.249,0.000,0.267,0.405,0.000,0.000,0.000,0.129,0.597,0.046,0.039,0.778,0.003,0.016,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.195,1800.000,0,,1800.000,0.195,40,449891938.000,[],1998,200.000,4,40,0.130,449891938.000,0.314,0.431,0.319,0.486,26.098,0.150,0.162,0.246,0.000,0.103,0.011,0.162,0.000,0.267,0.405,0.000,0.250,0.111,0.299,0.435,0.069,0.037,0.616,0.006,0.026,1,0,0,1,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.246,1800.000,0,,1800.000,0.246,40,449891915.000,[],2022,200.000,4,40,0.164,449891915.000,0.287,0.394,0.290,0.529,29.204,0.187,0.222,0.160,0.000,0.147,0.021,0.222,0.000,0.267,0.405,0.000,0.000,0.000,0.336,0.488,0.106,0.058,0.611,0.008,0.033,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.150,1800.000,0,,1800.000,0.150,35,400228747.000,[],2027,200.000,3,35,0.088,400228747.000,0.366,0.367,0.353,0.198,32.933,0.210,0.204,0.176,0.000,0.052,0.003,0.204,0.000,0.474,0.512,0.025,0.000,0.111,0.160,0.550,0.047,0.035,0.799,0.003,0.032,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.057,1800.000,0,,1800.000,0.057,40,400073221.000,[],2033,200.000,2,40,0.038,400073221.000,0.366,0.367,0.353,0.307,32.933,0.210,0.204,0.176,0.000,0.082,0.005,0.204,0.000,0.267,0.405,0.000,0.000,0.000,0.069,0.551,0.020,0.015,0.799,0.001,0.008,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.057,1800.000,0,,1800.000,0.057,40,400032605.000,[],2957,200.000,2,40,0.038,400032605.000,0.391,0.394,0.369,0.290,36.040,0.266,0.249,0.312,0.000,0.090,0.008,0.249,0.000,0.267,0.405,0.000,0.000,0.000,0.063,0.603,0.022,0.019,0.778,0.001,0.008,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.435,1800.000,0,,1800.000,0.435,40,449891922.000,[],189,200.000,2,40,0.290,449891922.000,0.323,0.367,0.283,0.701,27.962,0.177,0.215,0.081,0.000,0.178,0.032,0.215,0.000,0.474,0.512,0.000,0.000,0.333,0.622,0.466,0.191,0.097,0.641,0.013,0.104,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],426,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.171,1800.000,0,,1800.000,0.171,40,1626741509.000,[],190,200.000,4,40,0.114,1626741509.000,0.232,0.294,0.215,0.026,22.369,0.163,0.261,0.139,0.000,0.016,0.000,0.261,0.000,0.474,0.512,0.000,0.000,0.111,0.307,0.371,0.114,0.035,0.608,0.007,0.041,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.191,1800.000,0,,1800.000,0.191,40,449892032.000,[],1929,200.000,4,40,0.127,449892032.000,0.323,0.367,0.283,0.197,27.962,0.177,0.215,0.081,0.000,0.054,0.003,0.215,0.000,0.267,0.405,0.000,0.000,0.111,0.273,0.465,0.084,0.043,0.641,0.006,0.026,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.151,1800.000,0,,1800.000,0.151,40,449891917.000,[],1946,200.000,5,40,0.101,449891917.000,0.297,0.394,0.302,0.496,25.476,0.152,0.172,0.142,0.000,0.113,0.013,0.172,0.000,0.267,0.405,0.000,0.000,0.000,0.237,0.426,0.058,0.029,0.636,0.005,0.020,1,0,1,0,1,0,0,1,0,1,1,0
LWRLK,0.150,4.000,0.115,1800.000,0,,1800.000,0.115,45,449891946.000,[],1953,200.000,5,45,0.086,449891946.000,0.323,0.413,0.323,0.937,27.340,0.141,0.151,0.207,0.000,0.178,0.032,0.151,0.000,0.319,0.439,0.000,0.000,0.000,0.189,0.455,0.041,0.023,0.651,0.004,0.021,1,0,1,0,1,0,0,1,0,1,1,0
LWRLK,0.150,4.000,0.230,2400.000,1,3137.000,2400.000,0.230,65,1626615805.000,[624163],192,200.000,2,65,0.249,1626615805.000,0.939,0.963,0.929,0.533,68.972,0.133,0.050,0.281,0.000,0.038,0.003,0.050,0.000,0.338,0.435,0.000,0.000,0.000,0.217,1.147,0.015,0.062,0.802,0.004,0.064,1,0,1,0,1,0,0,1,0,1,1,0
LWRLK,0.150,4.000,0.224,1800.000,0,,1800.000,0.224,45,1626677898.000,[],194,200.000,2,45,0.168,1626677898.000,0.659,0.734,0.704,0.127,58.409,0.485,0.236,0.328,0.000,0.046,0.003,0.236,0.000,0.217,0.400,0.100,0.000,0.000,0.172,0.977,0.058,0.154,0.798,0.004,0.028,0,1,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.091,2400.000,0,,2400.000,0.091,65,1626677898.000,[],195,200.000,3,65,0.099,1626677898.000,0.659,0.734,0.704,0.127,58.409,0.485,0.236,0.328,0.000,0.046,0.003,0.236,0.000,0.235,0.392,0.100,0.000,0.000,0.102,0.971,0.034,0.091,0.798,0.002,0.018,0,1,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.115,2400.000,0,,2400.000,0.115,65,1626686465.000,[],198,200.000,2,65,0.125,1626686465.000,0.953,0.917,0.905,0.127,72.079,0.211,0.080,0.141,0.000,0.013,0.000,0.080,0.000,0.358,0.429,0.025,0.000,0.111,0.104,1.202,0.012,0.050,0.820,0.002,0.034,0,1,1,0,0,1,0,1,0,1,0,1
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],199,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.086,1800.000,0,,1800.000,0.086,40,441671192.000,[],200,200.000,3,40,0.057,441671192.000,0.364,0.394,0.347,0.103,31.690,0.214,0.211,0.240,0.000,0.028,0.000,0.211,0.000,0.343,0.453,0.000,0.250,0.000,0.108,0.528,0.033,0.023,0.732,0.002,0.015,1,0,0,1,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.140,1800.000,0,,1800.000,0.140,40,1626656740.000,[],1076,200.000,4,40,0.093,1626656740.000,0.282,0.321,0.256,0.274,25.476,0.176,0.236,0.266,0.000,0.079,0.005,0.236,0.000,0.343,0.453,0.000,0.000,0.000,0.220,0.423,0.074,0.031,0.662,0.005,0.024,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.114,1800.000,0,,1800.000,0.114,40,1626715304.000,[],2376,200.000,3,40,0.076,1626715304.000,0.280,0.358,0.263,0.284,26.719,0.201,0.263,0.225,0.000,0.087,0.008,0.263,0.000,0.343,0.453,0.100,0.250,0.111,0.170,0.447,0.064,0.029,0.610,0.004,0.020,0,1,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,40,441671194.000,[],2379,200.000,4,40,0.081,441671194.000,0.373,0.367,0.337,0.177,34.175,0.236,0.240,0.174,0.000,0.049,0.003,0.240,0.000,0.343,0.453,0.000,0.000,0.000,0.143,0.566,0.049,0.036,0.763,0.003,0.021,1,0,1,0,1,0,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],205,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],202,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.438,1800.000,0,,1800.000,0.438,40,1626692777.000,[],518,200.000,2,40,0.292,1626692777.000,0.386,0.505,0.398,0.627,34.175,0.214,0.185,0.217,0.000,0.165,0.027,0.185,0.000,0.580,0.518,0.000,0.000,0.556,0.512,0.570,0.135,0.118,0.656,0.011,0.129,1,0,1,0,0,1,0,1,0,1,0,1
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],203,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],206,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],207,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],208,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],209,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
