link_type,alpha,beta,tf,k,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,id,rhoj,lane,ff_speed,length,inrix_id.1,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix,free_flow_speed,tt_sd_adj,speed_sd_length,speed_reliability,tt_avg_adj,median_inc_length,no_incidents,incident,no_bus_stops,bus_stop,no_intersections,intersection,low_inc,high_inc,reliable_tt,unreliable_tt,reliable_speed,unreliable_speed
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],834,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.492,1800.000,0,,1800.000,0.492,30,,[],859,200.000,1,30,0.246,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.556,0.492,0.500,0.000,0.000,0.000,0.233,0.033,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.241,1800.000,0,,1800.000,0.241,30,,[],1045,200.000,1,30,0.121,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.444,0.241,0.502,0.000,0.000,0.000,0.114,0.016,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.494,1800.000,1,2988.000,1800.000,0.494,30,1626774208.000,[601209],819,200.000,2,30,0.247,1626774208.000,0.313,0.321,0.305,0.298,40.389,0.251,0.282,0.290,0.000,0.087,0.008,0.282,0.000,0.179,0.444,0.000,0.000,0.111,0.367,0.673,0.148,0.117,0.789,0.011,0.034,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.266,1800.000,0,,1800.000,0.266,30,,[],858,200.000,1,30,0.133,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.222,0.266,0.500,0.000,0.000,0.000,0.126,0.018,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.268,1800.000,0,,1800.000,0.268,30,1626639119.000,[],872,200.000,3,30,0.134,1626639119.000,0.966,0.963,0.949,0.154,70.836,0.104,0.037,0.309,0.000,0.010,0.000,0.037,0.000,0.179,0.444,0.000,0.000,0.556,0.113,1.186,0.006,0.026,0.819,0.002,0.018,1,0,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],817,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.522,2400.000,0,,2400.000,0.522,65,,[],820,200.000,3,65,0.565,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.050,0.000,0.889,0.522,1.082,0.000,0.000,0.000,0.247,0.077,0,1,1,0,0,1,1,0,0,1,0,1
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],821,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],822,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.215,1800.000,0,,1800.000,0.215,45,1626690100.000,[],823,200.000,1,45,0.161,1626690100.000,0.589,0.606,0.598,0.227,55.302,0.436,0.250,0.662,0.000,0.085,0.008,0.250,0.000,0.179,0.444,0.000,0.000,0.111,0.175,0.920,0.062,0.133,0.822,0.004,0.022,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.301,2400.000,1,2567.000,2400.000,0.301,65,1626690100.000,[601209],824,200.000,3,65,0.326,1626690100.000,0.589,0.606,0.598,0.227,55.302,0.436,0.250,0.662,0.000,0.085,0.008,0.250,0.000,0.179,0.444,0.025,0.000,0.222,0.354,0.921,0.126,0.269,0.822,0.008,0.044,0,1,1,0,0,1,1,0,0,1,0,1
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],825,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.329,1800.000,0,,1800.000,0.329,30,1626690100.000,[],826,200.000,2,30,0.165,1626690100.000,0.589,0.606,0.598,0.227,55.302,0.436,0.250,0.662,0.000,0.085,0.008,0.250,0.000,0.179,0.444,0.000,0.000,0.000,0.179,0.922,0.064,0.136,0.822,0.004,0.022,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.248,1800.000,0,,1800.000,0.248,30,441662938.000,[],847,200.000,2,30,0.124,441662938.000,0.244,0.266,0.237,0.177,22.991,0.148,0.213,0.130,0.000,0.046,0.003,0.213,0.000,0.179,0.444,0.000,0.000,0.333,0.323,0.384,0.098,0.035,0.742,0.007,0.017,1,0,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.063,1800.000,0,,1800.000,0.063,30,441662937.000,[],1542,200.000,2,30,0.032,441662937.000,0.254,0.284,0.249,0.170,21.127,0.123,0.171,0.177,0.000,0.041,0.003,0.171,0.000,0.179,0.444,0.000,0.000,0.778,0.090,0.356,0.022,0.007,0.729,0.002,0.004,1,0,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.144,1800.000,0,,1800.000,0.144,30,1626690120.000,[],827,200.000,2,30,0.072,1626690120.000,0.244,0.266,0.237,0.170,22.991,0.148,0.213,0.130,0.000,0.046,0.003,0.213,0.000,0.179,0.444,0.025,0.000,0.333,0.188,0.383,0.057,0.020,0.742,0.004,0.010,0,1,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.111,1800.000,0,,1800.000,0.111,30,1626768300.000,[],1034,200.000,2,30,0.055,1626768300.000,0.244,0.266,0.237,0.322,22.991,0.148,0.213,0.130,0.000,0.085,0.008,0.213,0.000,0.179,0.444,0.025,0.000,0.111,0.144,0.382,0.044,0.015,0.742,0.003,0.007,0,1,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.417,1800.000,0,,1800.000,0.417,30,,[],2750,200.000,1,30,0.208,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.025,0.000,0.333,0.417,0.499,0.000,0.000,0.000,0.197,0.028,0,1,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.093,1800.000,0,,1800.000,0.093,30,1626768291.000,[],4256,200.000,2,30,0.046,1626768291.000,0.254,0.284,0.249,0.309,21.127,0.123,0.171,0.177,0.000,0.067,0.005,0.171,0.000,0.179,0.444,0.025,0.000,0.111,0.132,0.348,0.032,0.011,0.729,0.003,0.006,0,1,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],829,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],830,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],831,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.266,1800.000,0,,1800.000,0.266,30,169047196.000,[],832,200.000,2,30,0.133,169047196.000,0.234,0.294,0.225,0.223,24.855,0.279,0.426,0.492,0.000,0.097,0.011,0.426,0.000,0.179,0.444,0.000,0.000,0.222,0.320,0.416,0.195,0.070,0.638,0.008,0.018,1,0,1,0,0,1,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],846,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.492,1800.000,0,,1800.000,0.492,30,,[],850,200.000,1,30,0.246,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.556,0.492,0.500,0.000,0.000,0.000,0.233,0.033,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.484,1800.000,0,,1800.000,0.484,30,,[],903,200.000,1,30,0.242,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.333,0.484,0.500,0.000,0.000,0.000,0.229,0.033,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.140,1800.000,0,,1800.000,0.140,30,429468273.000,[],833,200.000,2,30,0.070,429468273.000,0.313,0.321,0.305,0.040,40.389,0.251,0.282,0.290,0.000,0.018,0.000,0.282,0.000,0.179,0.444,0.000,0.000,0.222,0.104,0.673,0.042,0.033,0.789,0.003,0.010,1,0,1,0,0,1,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],835,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.093,1800.000,0,,1800.000,0.093,30,1626768300.000,[],851,200.000,2,30,0.046,1626768300.000,0.244,0.266,0.237,0.322,22.991,0.148,0.213,0.130,0.000,0.085,0.008,0.213,0.000,0.179,0.444,0.025,0.000,0.111,0.121,0.380,0.037,0.013,0.742,0.003,0.006,0,1,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],836,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],837,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],838,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],839,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.225,1800.000,0,,1800.000,0.225,35,1626717233.000,[],840,200.000,2,35,0.131,1626717233.000,0.691,0.798,0.690,0.213,56.545,0.324,0.162,0.545,0.000,0.047,0.003,0.162,0.000,0.179,0.444,0.000,0.000,0.111,0.139,0.942,0.032,0.080,0.719,0.003,0.018,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.144,1800.000,0,,1800.000,0.144,30,1626690180.000,[],853,200.000,1,30,0.072,1626690180.000,0.523,0.752,0.478,0.151,50.952,0.571,0.410,0.548,0.000,0.067,0.005,0.410,0.000,0.179,0.444,0.025,0.000,0.333,0.085,0.847,0.050,0.078,0.528,0.002,0.010,0,1,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.133,1800.000,0,,1800.000,0.133,30,1626690120.000,[],1541,200.000,2,30,0.067,1626690120.000,0.244,0.266,0.237,0.170,22.991,0.148,0.213,0.130,0.000,0.046,0.003,0.213,0.000,0.179,0.444,0.050,0.000,0.444,0.174,0.385,0.053,0.019,0.742,0.004,0.009,0,1,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],841,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.241,1800.000,0,,1800.000,0.241,55,1626717233.000,[],842,200.000,1,55,0.221,1626717233.000,0.691,0.798,0.690,0.213,56.545,0.324,0.162,0.545,0.000,0.047,0.003,0.162,0.000,0.179,0.444,0.050,0.000,0.000,0.234,0.944,0.054,0.135,0.719,0.005,0.030,0,1,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.142,2400.000,0,,2400.000,0.142,65,1626639119.000,[],843,200.000,3,65,0.154,1626639119.000,0.966,0.963,0.949,0.154,70.836,0.104,0.037,0.309,0.000,0.010,0.000,0.037,0.000,0.179,0.444,0.125,0.000,0.000,0.130,1.185,0.007,0.030,0.819,0.002,0.021,0,1,1,0,1,0,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],844,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],845,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.417,1800.000,0,,1800.000,0.417,30,,[],2754,200.000,1,30,0.208,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.025,0.000,0.333,0.417,0.499,0.000,0.000,0.000,0.197,0.028,0,1,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.237,1800.000,0,,1800.000,0.237,30,,[],1027,200.000,1,30,0.118,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.222,0.237,0.498,0.000,0.000,0.000,0.112,0.016,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.241,1800.000,0,,1800.000,0.241,30,,[],848,200.000,1,30,0.121,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.444,0.241,0.502,0.000,0.000,0.000,0.114,0.016,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.166,1800.000,0,,1800.000,0.166,30,,[],1050,200.000,1,30,0.083,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.111,0.166,0.500,0.000,0.000,0.000,0.079,0.011,1,0,1,0,0,1,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],3014,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],849,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.111,1800.000,0,,1800.000,0.111,30,1626768291.000,[],852,200.000,1,30,0.055,1626768291.000,0.254,0.284,0.249,0.309,21.127,0.123,0.171,0.177,0.000,0.067,0.005,0.171,0.000,0.179,0.444,0.025,0.000,0.111,0.157,0.350,0.038,0.013,0.729,0.003,0.007,0,1,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.369,1800.000,0,,1800.000,0.369,30,170185557.000,[],1032,200.000,1,30,0.185,170185557.000,0.172,0.147,0.131,0.121,16.777,0.131,0.345,0.075,0.000,0.043,0.003,0.345,0.000,0.179,0.444,0.000,0.000,0.222,0.661,0.280,0.325,0.046,0.742,0.015,0.025,1,0,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],854,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],855,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.339,1800.000,0,,1800.000,0.339,30,400073979.000,[],856,200.000,2,30,0.169,400073979.000,0.298,0.284,0.307,0.273,27.962,0.162,0.181,0.268,0.000,0.061,0.003,0.181,0.000,0.179,0.444,0.000,0.000,0.111,0.364,0.464,0.094,0.052,0.896,0.008,0.023,1,0,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.286,1800.000,0,,1800.000,0.286,30,1626631044.000,[],902,200.000,1,30,0.143,1626631044.000,0.164,0.174,0.139,0.363,26.098,0.255,0.629,0.160,0.000,0.188,0.035,0.629,0.000,0.179,0.444,0.000,0.000,0.222,0.329,0.435,0.295,0.069,0.665,0.013,0.019,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.223,1800.000,0,,1800.000,0.223,30,1626615511.000,[],1540,200.000,1,30,0.111,1626615511.000,0.237,0.266,0.215,0.232,24.855,0.216,0.345,0.329,0.000,0.082,0.008,0.345,0.000,0.179,0.444,0.075,0.000,0.556,0.269,0.413,0.132,0.045,0.673,0.007,0.015,0,1,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.117,1800.000,0,,1800.000,0.117,30,400421634.000,[],857,200.000,1,30,0.059,400421634.000,0.966,0.945,0.949,0.181,72.079,0.123,0.044,0.291,0.000,0.016,0.000,0.044,0.000,0.179,0.444,0.000,0.000,0.000,0.049,1.204,0.003,0.014,0.835,0.001,0.008,1,0,1,0,1,0,1,0,0,1,1,0
LWRLK,0.150,4.000,0.484,1800.000,0,,1800.000,0.484,30,,[],861,200.000,1,30,0.242,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.333,0.484,0.500,0.000,0.000,0.000,0.229,0.033,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.286,1800.000,0,,1800.000,0.286,30,1626631025.000,[],864,200.000,1,30,0.143,1626631025.000,0.237,0.266,0.215,0.243,24.855,0.216,0.345,0.329,0.000,0.088,0.008,0.345,0.000,0.179,0.444,0.000,0.000,0.222,0.345,0.414,0.170,0.058,0.673,0.009,0.019,1,0,1,0,0,1,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],897,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],4379,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],860,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.223,1800.000,0,,1800.000,0.223,30,400421634.000,[],862,200.000,1,30,0.111,400421634.000,0.966,0.945,0.949,0.181,72.079,0.123,0.044,0.291,0.000,0.016,0.000,0.044,0.000,0.179,0.444,0.075,0.000,0.556,0.093,1.194,0.006,0.026,0.835,0.002,0.015,0,1,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.075,1800.000,0,,1800.000,0.075,30,1626701509.000,[],900,200.000,1,30,0.037,1626701509.000,0.641,0.661,0.645,0.215,57.788,0.498,0.265,0.515,0.000,0.088,0.008,0.265,0.000,0.179,0.444,0.000,0.000,0.667,0.039,0.949,0.015,0.035,0.812,0.001,0.005,1,0,1,0,0,1,1,0,0,1,0,1
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],863,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],865,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.186,1800.000,0,,1800.000,0.186,25,1626693335.000,[],985,200.000,2,25,0.077,1626693335.000,0.412,0.468,0.424,0.033,48.467,0.670,0.545,0.960,0.000,0.038,0.003,0.545,0.000,0.179,0.444,0.000,0.000,0.667,0.096,0.802,0.075,0.098,0.753,0.003,0.010,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.238,1800.000,0,,1800.000,0.238,30,,[],1028,200.000,1,30,0.119,,0.385,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.000,0.000,0.778,0.238,0.500,0.000,0.000,0.000,0.113,0.016,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.075,1800.000,0,,1800.000,0.075,30,1626615492.000,[],1539,200.000,2,30,0.037,1626615492.000,0.164,0.174,0.139,0.349,26.098,0.255,0.629,0.160,0.000,0.180,0.032,0.629,0.000,0.179,0.444,0.000,0.000,0.667,0.086,0.430,0.077,0.018,0.665,0.003,0.005,1,0,1,0,0,1,1,0,0,1,0,1
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],866,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.247,1800.000,0,,1800.000,0.247,45,400421634.000,[],867,200.000,1,45,0.185,400421634.000,0.966,0.945,0.949,0.181,72.079,0.123,0.044,0.291,0.000,0.016,0.000,0.044,0.000,0.179,0.444,0.050,0.000,0.222,0.154,1.201,0.010,0.043,0.835,0.003,0.025,0,1,1,0,0,1,1,0,0,1,1,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],868,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],869,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],870,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
