stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.625,"[-2.688, -0.562]",1.063,-3.052,0.003
norefined,c,-7.330,"[-12.255, -2.406]",4.925,-2.971,0.004
norefined,s,-3.871,"[-6.505, -1.237]",2.634,-2.934,0.005
norefined,k0,0.862,"[-0.707, 2.431]",1.569,1.096,0.277
norefined,k1,0.029,"[-1.547, 1.605]",1.576,0.037,0.971
norefined,k2,-0.121,"[-1.284, 1.043]",1.163,-0.207,0.837
norefined,k3,0.199,"[-1.118, 1.516]",1.317,0.301,0.764
norefined,k4,0.338,"[-0.838, 1.514]",1.176,0.573,0.569
norefined,k5,-1.296,"[-2.881, 0.289]",1.585,-1.632,0.107
refined,tt,-0.907,"[-1.293, -0.521]",0.386,-4.694,0.000
refined,c,-5.361,"[-7.542, -3.18]",2.181,-4.907,0.000
refined,s,-2.120,"[-2.996, -1.243]",0.877,-4.827,0.000
refined,k0,-0.359,"[-0.923, 0.205]",0.564,-1.270,0.208
refined,k1,-0.148,"[-0.966, 0.67]",0.818,-0.361,0.719
refined,k2,-0.326,"[-0.988, 0.337]",0.662,-0.982,0.330
refined,k3,0.118,"[-0.641, 0.877]",0.759,0.310,0.757
refined,k4,-0.115,"[-0.639, 0.41]",0.524,-0.437,0.664
refined,k5,0.164,"[-0.503, 0.831]",0.667,0.491,0.625
