stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,74.675,2.023,0.000,0,9,3759821512.018,340841146.059,76
refined,143.949,2.023,0.000,0,9,3759821512.018,184880697.060,76
