stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.741,"[-1.305, -0.177]",0.564,-2.621,0.011
norefined,c,-5.344,"[-9.64, -1.048]",4.296,-2.483,0.016
norefined,s,-3.585,"[-6.638, -0.532]",3.053,-2.344,0.022
norefined,k0,-0.333,"[-1.661, 0.995]",1.328,-0.500,0.619
norefined,k1,-1.042,"[-2.858, 0.773]",1.815,-1.146,0.256
norefined,k2,-1.121,"[-2.928, 0.685]",1.806,-1.239,0.220
norefined,k3,-0.860,"[-2.33, 0.611]",1.470,-1.167,0.247
norefined,k4,0.627,"[-0.545, 1.8]",1.172,1.068,0.289
norefined,k5,0.222,"[-1.266, 1.711]",1.488,0.298,0.766
refined,tt,-1.495,"[-2.868, -0.123]",1.372,-2.175,0.033
refined,c,-7.638,"[-14.415, -0.861]",6.777,-2.250,0.028
refined,s,-4.850,"[-9.608, -0.092]",4.758,-2.035,0.046
refined,k0,-1.142,"[-3.256, 0.973]",2.114,-1.078,0.285
refined,k1,-0.631,"[-1.93, 0.668]",1.299,-0.970,0.336
refined,k2,-0.192,"[-2.33, 1.945]",2.137,-0.180,0.858
refined,k3,0.099,"[-1.986, 2.184]",2.085,0.095,0.925
refined,k4,-0.464,"[-2.031, 1.103]",1.567,-0.591,0.557
refined,k5,-1.139,"[-3.116, 0.838]",1.977,-1.150,0.254
