attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.187,"[-1.882, -0.492]",0.695,-2.849,0.006,32,0.200,347793989.671,0.196,-1.000,-0.187,0,0,fn
c,-6.903,"[-11.125, -2.682]",4.222,-2.727,0.008,32,0.200,347793989.671,0.196,-6.000,-0.903,0,0,fn
s,-4.055,"[-6.614, -1.497]",2.558,-2.644,0.010,32,0.200,347793989.671,0.196,-3.000,-1.055,0,0,fn
k0,-0.081,"[-0.837, 0.675]",0.756,-0.178,0.859,32,0.200,347793989.671,0.196,0.000,-0.081,0,0,fp
k1,-0.102,"[-0.821, 0.616]",0.719,-0.237,0.813,32,0.200,347793989.671,0.196,0.000,-0.102,0,0,fp
k2,-0.283,"[-0.88, 0.313]",0.596,-0.793,0.431,32,0.200,347793989.671,0.196,0.000,-0.283,0,0,fp
k3,0.397,"[-0.38, 1.173]",0.776,0.853,0.397,32,0.200,347793989.671,0.196,0.000,0.397,0,0,fp
k4,0.121,"[-0.692, 0.933]",0.812,0.248,0.805,32,0.200,347793989.671,0.196,0.000,0.121,0,0,fp
k5,-0.412,"[-1.36, 0.537]",0.949,-0.723,0.472,32,0.200,347793989.671,0.196,0.000,-0.412,0,0,fp
vot,0.172,,,,,32,0.200,347793989.671,0.196,0.167,0.005,0,0,fn
tt,-6.731,"[-15.734, 2.272]",9.003,-1.247,0.217,32,0.300,544984181.548,0.243,-1.000,-5.731,1,0,fn
c,-41.999,"[-97.523, 13.524]",55.524,-1.262,0.211,32,0.300,544984181.548,0.243,-6.000,-35.999,1,0,fn
s,-28.498,"[-66.317, 9.321]",37.819,-1.257,0.213,32,0.300,544984181.548,0.243,-3.000,-25.498,1,0,fn
k0,-1.266,"[-3.558, 1.026]",2.292,-0.921,0.360,32,0.300,544984181.548,0.243,0.000,-1.266,0,0,fp
k1,-4.246,"[-9.631, 1.138]",5.384,-1.315,0.193,32,0.300,544984181.548,0.243,0.000,-4.246,0,0,fp
k2,-6.196,"[-15.069, 2.678]",8.873,-1.165,0.248,32,0.300,544984181.548,0.243,0.000,-6.196,0,0,fp
k3,7.704,"[-2.581, 17.989]",10.285,1.249,0.216,32,0.300,544984181.548,0.243,0.000,7.704,0,0,fp
k4,3.353,"[-2.078, 8.785]",5.432,1.030,0.307,32,0.300,544984181.548,0.243,0.000,3.353,0,0,fp
k5,7.635,"[-2.827, 18.096]",10.461,1.217,0.228,32,0.300,544984181.548,0.243,0.000,7.635,0,0,fp
vot,0.160,,,,,32,0.300,544984181.548,0.243,0.167,-0.006,0,0,fn
tt,-1.383,"[-3.388, 0.622]",2.005,-1.151,0.254,32,0.400,1324720037.498,0.353,-1.000,-0.383,1,0,fn
c,-9.622,"[-22.886, 3.642]",13.264,-1.210,0.231,32,0.400,1324720037.498,0.353,-6.000,-3.622,1,0,fn
s,-5.163,"[-12.996, 2.669]",7.833,-1.099,0.275,32,0.400,1324720037.498,0.353,-3.000,-2.163,1,0,fn
k0,0.411,"[-1.538, 2.36]",1.949,0.352,0.726,32,0.400,1324720037.498,0.353,0.000,0.411,0,0,fp
k1,0.185,"[-1.469, 1.839]",1.654,0.187,0.853,32,0.400,1324720037.498,0.353,0.000,0.185,0,0,fp
k2,-0.509,"[-1.824, 0.806]",1.315,-0.645,0.521,32,0.400,1324720037.498,0.353,0.000,-0.509,0,0,fp
k3,0.639,"[-1.618, 2.896]",2.257,0.473,0.638,32,0.400,1324720037.498,0.353,0.000,0.639,0,0,fp
k4,-0.972,"[-3.529, 1.585]",2.557,-0.634,0.528,32,0.400,1324720037.498,0.353,0.000,-0.972,0,0,fp
k5,-0.189,"[-2.171, 1.794]",1.982,-0.159,0.874,32,0.400,1324720037.498,0.353,0.000,-0.189,0,0,fp
vot,0.144,,,,,32,0.400,1324720037.498,0.353,0.167,-0.023,0,0,fn
