stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.998,-5.470,-3.109,1.795,-0.114,1.508,0.305,-0.380,-0.760,1285514921.217,0.365
norefined,2,-1.693,-5.580,-3.263,1.568,-0.242,1.403,0.178,-0.465,-0.895,1099538508.642,0.303
norefined,3,-1.478,-5.715,-3.266,1.203,-0.394,1.299,0.096,-0.443,-1.004,992248417.235,0.259
norefined,4,-1.241,-5.840,-3.167,0.861,-0.527,1.216,0.076,-0.304,-1.087,884115558.394,0.213
norefined,5,-1.229,-5.913,-3.071,0.473,-0.638,1.062,0.140,-0.095,-1.076,800622155.879,0.208
norefined,6,-1.301,-5.941,-2.991,0.100,-0.674,0.876,0.213,0.144,-1.056,740815973.086,0.219
norefined,7,-0.999,-5.982,-2.982,-0.175,-0.642,0.699,0.235,0.357,-1.119,745280757.037,0.167
norefined,8,-1.465,-5.917,-2.973,-0.200,-0.605,0.633,0.315,0.429,-1.016,729357458.587,0.248
norefined,9,-0.998,-5.990,-3.000,-0.276,-0.577,0.566,0.297,0.522,-1.092,720537364.804,0.167
norefined,10,-1.469,-5.924,-2.981,-0.293,-0.548,0.510,0.368,0.581,-0.992,713474568.702,0.248
refined,11,-1.469,-5.924,-2.981,-0.293,-0.548,0.510,0.368,0.581,-0.992,713474568.702,0.248
refined,12,-1.027,-5.146,-2.841,-1.251,0.139,-1.742,-0.056,2.106,-0.105,618253170.933,0.200
refined,13,-1.471,-7.105,-3.450,-1.279,0.042,-1.209,0.499,1.898,-0.515,559058396.170,0.207
refined,14,-1.720,-7.987,-3.879,-1.524,-0.018,-1.483,0.557,2.450,-0.779,554687862.117,0.215
refined,15,-1.885,-8.612,-4.235,-1.660,-0.002,-1.599,0.522,2.712,-0.887,553420331.496,0.219
refined,16,-1.969,-8.912,-4.429,-1.709,0.011,-1.631,0.434,2.852,-0.920,552916437.037,0.221
refined,17,-2.024,-9.144,-4.586,-1.725,0.027,-1.620,0.341,2.932,-0.909,552576134.612,0.221
refined,18,-2.056,-9.273,-4.693,-1.719,0.041,-1.587,0.236,2.975,-0.890,552288555.601,0.222
refined,19,-2.092,-9.439,-4.814,-1.713,0.049,-1.555,0.142,3.023,-0.867,552047493.932,0.222
refined,20,-2.119,-9.557,-4.913,-1.700,0.051,-1.521,0.047,3.060,-0.850,551847408.251,0.222
