attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.452,"[-2.226, -0.677]",0.774,-3.127,0.003,27,0.150,233171318.817,0.152,-1.000,-0.452,0,0,fn
c,-7.095,"[-10.94, -3.25]",3.845,-3.078,0.003,27,0.150,233171318.817,0.152,-6.000,-1.095,0,0,fn
s,-3.754,"[-5.954, -1.554]",2.200,-2.846,0.006,27,0.150,233171318.817,0.152,-3.000,-0.754,0,0,fn
k0,-0.395,"[-1.017, 0.227]",0.622,-1.060,0.293,27,0.150,233171318.817,0.152,0.000,-0.395,0,0,fp
k1,-0.130,"[-0.759, 0.5]",0.630,-0.344,0.732,27,0.150,233171318.817,0.152,0.000,-0.130,0,0,fp
k2,0.692,"[-0.197, 1.581]",0.889,1.299,0.199,27,0.150,233171318.817,0.152,0.000,0.692,0,0,fp
k3,-0.575,"[-1.466, 0.316]",0.891,-1.076,0.286,27,0.150,233171318.817,0.152,0.000,-0.575,0,0,fp
k4,1.467,"[0.423, 2.511]",1.044,2.344,0.022,27,0.150,233171318.817,0.152,0.000,1.467,0,1,fp
k5,-1.349,"[-2.295, -0.402]",0.946,-2.377,0.020,27,0.150,233171318.817,0.152,0.000,-1.349,0,1,fp
vot,0.205,,,,,27,0.150,233171318.817,0.152,0.167,0.038,0,0,fn
tt,-0.583,"[-0.834, -0.332]",0.251,-3.876,0.000,27,0.200,362891244.230,0.193,-1.000,0.417,0,0,fn
c,-3.963,"[-5.853, -2.073]",1.890,-3.497,0.001,27,0.200,362891244.230,0.193,-6.000,2.037,0,0,fn
s,-1.988,"[-2.856, -1.121]",0.867,-3.824,0.000,27,0.200,362891244.230,0.193,-3.000,1.012,0,0,fn
k0,0.182,"[-0.259, 0.623]",0.441,0.690,0.493,27,0.200,362891244.230,0.193,0.000,0.182,0,0,fp
k1,-0.250,"[-0.707, 0.206]",0.457,-0.915,0.363,27,0.200,362891244.230,0.193,0.000,-0.250,0,0,fp
k2,-0.132,"[-0.792, 0.528]",0.660,-0.333,0.740,27,0.200,362891244.230,0.193,0.000,-0.132,0,0,fp
k3,0.334,"[-0.152, 0.82]",0.486,1.145,0.256,27,0.200,362891244.230,0.193,0.000,0.334,0,0,fp
k4,-0.494,"[-1.173, 0.185]",0.679,-1.213,0.230,27,0.200,362891244.230,0.193,0.000,-0.494,0,0,fp
k5,0.135,"[-0.646, 0.915]",0.781,0.288,0.774,27,0.200,362891244.230,0.193,0.000,0.135,0,0,fp
vot,0.147,,,,,27,0.200,362891244.230,0.193,0.167,-0.020,0,0,fn
tt,-2.119,"[-3.611, -0.626]",1.493,-2.367,0.021,27,0.250,551847408.251,0.233,-1.000,-1.119,0,0,fn
c,-9.557,"[-16.824, -2.289]",7.267,-2.193,0.032,27,0.250,551847408.251,0.233,-6.000,-3.557,0,0,fn
s,-4.913,"[-8.549, -1.277]",3.636,-2.254,0.027,27,0.250,551847408.251,0.233,-3.000,-1.913,0,0,fn
k0,-1.700,"[-3.222, -0.179]",1.521,-1.864,0.067,27,0.250,551847408.251,0.233,0.000,-1.700,0,1,fp
k1,0.051,"[-1.499, 1.6]",1.549,0.055,0.956,27,0.250,551847408.251,0.233,0.000,0.051,0,0,fp
k2,-1.521,"[-3.364, 0.322]",1.843,-1.376,0.173,27,0.250,551847408.251,0.233,0.000,-1.521,0,0,fp
k3,0.047,"[-1.54, 1.634]",1.587,0.049,0.961,27,0.250,551847408.251,0.233,0.000,0.047,0,0,fp
k4,3.060,"[0.126, 5.994]",2.934,1.740,0.087,27,0.250,551847408.251,0.233,0.000,3.060,0,1,fp
k5,-0.850,"[-2.282, 0.583]",1.433,-0.989,0.326,27,0.250,551847408.251,0.233,0.000,-0.850,0,0,fp
vot,0.222,,,,,27,0.250,551847408.251,0.233,0.167,0.055,0,0,fn
