stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,66.114,1.727,0.000,0,9,3258906660.633,329817419.870,76
refined,111.921,1.727,0.000,0,9,3258906660.633,203247659.793,76
