stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,2.820,2.023,0.007,76,0,9,1687181067.785,1223634025.732
refined,15.574,2.023,0.000,76,0,9,1687181067.785,545644965.264
