stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.106,-4.484,-4.570,-0.115,1.101,0.365,-1.826,1.129,1.213,5292241446.357,-0.024
norefined,2,-0.338,-4.536,-4.582,-0.151,1.007,0.303,-1.896,1.013,1.081,3242289751.950,0.074
norefined,3,-0.800,-4.578,-4.556,-0.166,0.924,0.284,-1.918,0.915,0.953,2101706619.010,0.175
norefined,4,-1.211,-4.642,-4.506,-0.135,0.812,0.284,-1.889,0.793,0.741,1478750483.929,0.261
norefined,5,-1.465,-4.761,-4.418,-0.044,0.620,0.308,-1.826,0.651,0.434,1000463166.689,0.308
norefined,6,-1.690,-4.872,-4.307,0.051,0.411,0.324,-1.753,0.477,0.140,805058289.608,0.347
norefined,7,-1.238,-4.988,-4.362,0.103,0.330,0.340,-1.748,0.411,0.013,690229542.616,0.248
norefined,8,-1.584,-5.040,-4.248,0.211,0.170,0.390,-1.623,0.303,-0.205,563031097.408,0.314
norefined,9,-1.116,-5.128,-4.312,0.285,0.124,0.427,-1.590,0.261,-0.292,541451284.007,0.218
norefined,10,-1.565,-5.139,-4.191,0.311,0.033,0.455,-1.510,0.214,-0.414,490144235.758,0.305
refined,11,-1.565,-5.139,-4.191,0.311,0.033,0.455,-1.510,0.214,-0.414,490144235.758,0.305
refined,12,-0.318,-4.017,-0.933,-0.436,-0.437,0.244,0.939,-0.263,0.109,967801958.288,0.079
refined,13,-0.847,-5.544,-2.297,-0.320,-0.281,0.201,0.500,-0.127,-0.051,268271698.629,0.153
refined,14,-1.176,-6.639,-3.363,-0.226,-0.346,0.586,-0.198,0.020,-0.181,202499442.741,0.177
refined,15,-1.095,-6.020,-3.141,-0.178,-0.267,0.488,-0.074,-0.026,-0.124,201124390.033,0.182
refined,16,-1.133,-6.242,-3.242,-0.174,-0.280,0.505,-0.121,-0.011,-0.133,201016978.389,0.181
refined,17,-1.122,-6.178,-3.214,-0.176,-0.274,0.500,-0.104,-0.015,-0.131,201006941.391,0.182
refined,18,-1.126,-6.202,-3.225,-0.176,-0.276,0.502,-0.110,-0.013,-0.132,201005685.700,0.182
refined,19,-1.125,-6.194,-3.221,-0.176,-0.275,0.501,-0.108,-0.014,-0.131,201005539.700,0.182
refined,20,-1.125,-6.197,-3.222,-0.176,-0.276,0.501,-0.109,-0.014,-0.132,201005522.202,0.182
