stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,43.877,2.023,0.000,76,0,9,3379018035.423,490144235.755
refined,117.701,2.023,0.000,76,0,9,3379018035.423,201005522.200
