stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.674,-6.453,-3.945,-1.667,1.008,1.926,-1.030,-0.707,0.468,1163957502.080,0.414
norefined,2,-2.228,-6.571,-4.052,-1.756,0.958,1.832,-1.090,-0.735,0.422,890471966.402,0.339
norefined,3,-1.759,-6.645,-4.177,-1.760,0.918,1.775,-1.103,-0.740,0.361,600412321.619,0.265
norefined,4,-1.320,-6.693,-4.342,-1.703,0.847,1.652,-1.120,-0.712,0.307,360019547.182,0.197
norefined,5,-1.299,-6.732,-4.480,-1.531,0.639,1.264,-1.124,-0.659,0.249,278374750.512,0.193
norefined,6,-1.615,-6.792,-4.401,-1.365,0.501,0.960,-1.114,-0.635,0.240,312994193.690,0.238
norefined,7,-1.140,-6.868,-4.477,-1.346,0.456,0.871,-1.108,-0.607,0.203,266023433.897,0.166
norefined,8,-1.617,-6.852,-4.400,-1.260,0.404,0.796,-1.098,-0.619,0.214,286211269.212,0.236
norefined,9,-1.137,-6.929,-4.465,-1.251,0.366,0.718,-1.088,-0.594,0.180,245156289.913,0.164
norefined,10,-1.618,-6.910,-4.388,-1.167,0.322,0.663,-1.075,-0.604,0.193,266455397.717,0.234
refined,11,-1.137,-6.929,-4.465,-1.251,0.366,0.718,-1.088,-0.594,0.180,245156289.913,0.164
refined,12,-0.781,-3.962,-1.608,0.327,-0.026,-0.611,0.217,1.342,-0.102,263040178.426,0.197
refined,13,-0.793,-4.435,-2.110,0.274,0.137,-0.422,0.024,0.479,-0.377,96565934.844,0.179
refined,14,-0.978,-5.562,-2.725,0.160,0.247,-0.447,-0.129,0.264,-0.183,87069552.646,0.176
refined,15,-1.052,-6.009,-2.950,0.116,0.288,-0.437,-0.154,0.249,-0.096,86603874.556,0.175
refined,16,-1.061,-6.053,-2.970,0.111,0.293,-0.436,-0.152,0.259,-0.101,86600028.908,0.175
refined,17,-1.061,-6.057,-2.972,0.110,0.294,-0.436,-0.152,0.260,-0.101,86600004.080,0.175
refined,18,-1.061,-6.057,-2.972,0.110,0.294,-0.436,-0.152,0.260,-0.101,86600003.914,0.175
refined,19,-1.061,-6.057,-2.972,0.110,0.294,-0.436,-0.152,0.260,-0.101,86600003.913,0.175
refined,20,-1.061,-6.057,-2.972,0.110,0.294,-0.436,-0.152,0.260,-0.101,86600003.913,0.175
