stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,92.213,2.023,0.000,76,0,9,2860818739.583,213703897.154
refined,235.043,2.023,0.000,76,0,9,2860818739.583,87828057.371
