stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,62.796,2.023,0.000,76,0,9,4259926374.553,451488407.373
refined,79.668,2.023,0.000,76,0,9,4259926374.553,364044595.528
