stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,8.876,2.023,0.000,76,0,9,1957106294.250,892744390.763
refined,19.462,2.023,0.000,76,0,9,1957106294.250,541494942.488
