stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,35.891,2.023,0.000,76,0,9,2220590335.905,381464363.160
refined,70.441,2.023,0.000,76,0,9,2220590335.905,212247896.971
