stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,86.049,2.023,0.000,76,0,9,3541894107.885,282024262.856
refined,158.485,2.023,0.000,76,0,9,3541894107.885,158907674.928
