attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.607,"[-0.765, -0.449]",0.158,-6.397,0.000,56.932,ngd,5,203586739.768,0.142,-1.000,0.393,0,0,fn
c,-4.339,"[-5.523, -3.154]",1.185,-6.101,0.000,56.932,ngd,5,203586739.768,0.142,-6.000,1.661,0,0,fn
s,-2.172,"[-2.673, -1.671]",0.501,-7.225,0.000,56.932,ngd,5,203586739.768,0.142,-3.000,0.828,0,0,fn
vot,0.140,,,,,56.932,ngd,5,203586739.768,0.142,0.167,-0.027,0,0,fn
tt,-0.591,"[-0.734, -0.448]",0.143,-6.896,0.000,46.571,lm,5,197476735.591,0.139,-1.000,0.409,0,0,fn
c,-3.592,"[-4.527, -2.656]",0.935,-6.399,0.000,46.571,lm,5,197476735.591,0.139,-6.000,2.408,0,0,fn
s,-1.737,"[-2.121, -1.353]",0.384,-7.539,0.000,46.571,lm,5,197476735.591,0.139,-3.000,1.263,0,0,fn
vot,0.165,,,,,46.571,lm,5,197476735.591,0.139,0.167,-0.002,0,0,fn
tt,-0.611,"[-0.758, -0.464]",0.147,-6.914,0.000,117.040,ngd+lm,5,196950879.235,0.139,-1.000,0.389,0,0,fn
c,-3.642,"[-4.588, -2.696]",0.946,-6.413,0.000,117.040,ngd+lm,5,196950879.235,0.139,-6.000,2.358,0,0,fn
s,-1.745,"[-2.131, -1.36]",0.386,-7.540,0.000,117.040,ngd+lm,5,196950879.235,0.139,-3.000,1.255,0,0,fn
vot,0.168,,,,,117.040,ngd+lm,5,196950879.235,0.139,0.167,0.001,0,0,fn
