stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,85.872,2.023,0.000,76,0,9,3367554393.010,268651630.345
refined,141.822,2.023,0.000,76,0,9,3367554393.010,167951557.454
