stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.773,"[-1.447, -0.1]",0.674,-1.951,0.061
norefined,c,-5.176,"[-9.756, -0.596]",4.580,-1.920,0.065
norefined,s,-3.718,"[-6.992, -0.443]",3.274,-1.929,0.064
norefined,k0,-0.409,"[-1.801, 0.984]",1.392,-0.499,0.622
norefined,k1,0.366,"[-1.883, 2.615]",2.249,0.276,0.784
norefined,k2,-0.654,"[-2.35, 1.042]",1.696,-0.655,0.518
norefined,k3,1.438,"[-0.919, 3.795]",2.357,1.037,0.308
norefined,k4,-1.106,"[-2.974, 0.761]",1.867,-1.007,0.322
norefined,k5,-0.199,"[-2.078, 1.681]",1.879,-0.180,0.859
refined,tt,-0.794,"[-1.093, -0.495]",0.299,-4.510,0.000
refined,c,-4.553,"[-6.181, -2.925]",1.628,-4.751,0.000
refined,s,-2.347,"[-3.202, -1.492]",0.855,-4.665,0.000
refined,k0,0.459,"[-0.035, 0.953]",0.494,1.579,0.125
refined,k1,-0.409,"[-1.078, 0.26]",0.669,-1.039,0.307
refined,k2,0.117,"[-0.446, 0.68]",0.563,0.354,0.726
refined,k3,-0.280,"[-0.896, 0.337]",0.616,-0.771,0.447
refined,k4,0.357,"[-0.273, 0.987]",0.630,0.963,0.343
refined,k5,0.560,"[0.001, 1.119]",0.559,1.703,0.099
