stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.199,"[-1.948, -0.449]",0.750,-2.682,0.010
norefined,c,-5.119,"[-8.093, -2.146]",2.974,-2.887,0.006
norefined,s,-3.713,"[-6.076, -1.35]",2.363,-2.636,0.011
norefined,k0,-0.441,"[-1.918, 1.036]",1.477,-0.501,0.619
norefined,k1,0.516,"[-0.616, 1.647]",1.132,0.765,0.448
norefined,k2,-0.706,"[-2.06, 0.648]",1.354,-0.874,0.386
norefined,k3,1.725,"[-0.036, 3.485]",1.760,1.643,0.107
norefined,k4,-1.044,"[-2.069, -0.019]",1.025,-1.708,0.094
norefined,k5,-0.065,"[-1.363, 1.233]",1.298,-0.084,0.933
refined,tt,-1.058,"[-1.439, -0.678]",0.381,-4.664,0.000
refined,c,-6.877,"[-9.38, -4.374]",2.503,-4.609,0.000
refined,s,-3.146,"[-4.3, -1.991]",1.154,-4.570,0.000
refined,k0,-0.387,"[-1.245, 0.47]",0.857,-0.758,0.452
refined,k1,-0.328,"[-0.943, 0.287]",0.615,-0.895,0.375
refined,k2,-0.207,"[-0.837, 0.422]",0.629,-0.552,0.583
refined,k3,0.107,"[-0.474, 0.687]",0.581,0.308,0.760
refined,k4,0.801,"[0.12, 1.483]",0.681,1.973,0.054
refined,k5,0.088,"[-0.439, 0.616]",0.528,0.281,0.780
