stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.876,"[-1.499, -0.252]",0.623,-2.803,0.007
norefined,c,-5.839,"[-9.561, -2.118]",3.721,-3.132,0.003
norefined,s,-3.060,"[-5.204, -0.915]",2.145,-2.848,0.006
norefined,k0,0.972,"[-0.047, 1.991]",1.019,1.905,0.061
norefined,k1,1.450,"[0.153, 2.748]",1.297,2.231,0.029
norefined,k2,-0.600,"[-1.66, 0.461]",1.061,-1.128,0.263
norefined,k3,0.155,"[-1.22, 1.531]",1.375,0.225,0.822
norefined,k4,-1.092,"[-2.783, 0.599]",1.691,-1.289,0.202
norefined,k5,-1.150,"[-3.26, 0.96]",2.110,-1.088,0.280
refined,tt,-0.874,"[-1.224, -0.525]",0.349,-4.995,0.000
refined,c,-5.527,"[-7.676, -3.378]",2.149,-5.134,0.000
refined,s,-2.799,"[-3.865, -1.733]",1.066,-5.241,0.000
refined,k0,-0.194,"[-0.717, 0.328]",0.522,-0.743,0.460
refined,k1,-0.098,"[-0.738, 0.543]",0.641,-0.304,0.762
refined,k2,0.778,"[0.074, 1.483]",0.705,2.205,0.031
refined,k3,0.033,"[-0.67, 0.737]",0.703,0.095,0.925
refined,k4,-0.439,"[-1.312, 0.433]",0.872,-1.005,0.319
refined,k5,0.660,"[-0.461, 1.781]",1.121,1.175,0.244
