stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.921,"[-1.933, 0.092]",1.012,-1.815,0.074
norefined,c,-5.610,"[-11.826, 0.606]",6.216,-1.801,0.076
norefined,s,-3.378,"[-7.042, 0.286]",3.664,-1.840,0.070
norefined,k0,1.308,"[-0.473, 3.088]",1.780,1.466,0.147
norefined,k1,1.514,"[-0.612, 3.64]",2.126,1.422,0.160
norefined,k2,-0.773,"[-2.44, 0.893]",1.666,-0.926,0.358
norefined,k3,0.424,"[-1.839, 2.688]",2.263,0.374,0.709
norefined,k4,-0.964,"[-3.169, 1.241]",2.205,-0.873,0.386
norefined,k5,-1.086,"[-4.24, 2.068]",3.154,-0.688,0.494
refined,tt,-1.199,"[-2.297, -0.101]",1.098,-2.180,0.033
refined,c,-7.088,"[-13.554, -0.621]",6.466,-2.188,0.032
refined,s,-3.979,"[-7.431, -0.527]",3.452,-2.300,0.025
refined,k0,0.186,"[-1.027, 1.4]",1.213,0.306,0.760
refined,k1,-0.135,"[-2.014, 1.744]",1.879,-0.143,0.886
refined,k2,1.026,"[-0.913, 2.965]",1.939,1.056,0.295
refined,k3,0.932,"[-0.955, 2.82]",1.888,0.986,0.328
refined,k4,0.563,"[-1.39, 2.517]",1.954,0.576,0.567
refined,k5,0.812,"[-1.537, 3.161]",2.349,0.690,0.493
