stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.518,"[-2.753, -0.283]",1.235,-2.454,0.017
norefined,c,-5.810,"[-10.499, -1.121]",4.689,-2.473,0.016
norefined,s,-3.014,"[-5.533, -0.495]",2.519,-2.388,0.020
norefined,k0,0.937,"[-0.273, 2.147]",1.210,1.545,0.127
norefined,k1,1.289,"[-0.127, 2.704]",1.416,1.817,0.074
norefined,k2,-0.955,"[-2.251, 0.34]",1.296,-1.472,0.146
norefined,k3,0.043,"[-1.5, 1.586]",1.543,0.055,0.956
norefined,k4,-1.037,"[-2.769, 0.695]",1.732,-1.195,0.236
norefined,k5,-1.118,"[-3.651, 1.415]",2.533,-0.881,0.382
refined,tt,-1.525,"[-2.762, -0.287]",1.238,-2.459,0.017
refined,c,-8.536,"[-15.984, -1.088]",7.448,-2.287,0.025
refined,s,-3.903,"[-7.053, -0.753]",3.150,-2.473,0.016
refined,k0,0.012,"[-1.055, 1.08]",1.067,0.023,0.981
refined,k1,-0.059,"[-0.999, 0.882]",0.941,-0.125,0.901
refined,k2,-0.515,"[-1.658, 0.627]",1.143,-0.900,0.371
refined,k3,0.548,"[-1.024, 2.119]",1.572,0.695,0.489
refined,k4,-0.429,"[-2.157, 1.3]",1.729,-0.495,0.622
refined,k5,-0.073,"[-2.069, 1.922]",1.995,-0.073,0.942
