stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,7.810,2.023,0.000,76,0,9,2300675977.191,1122775630.376
refined,13.671,2.023,0.000,76,0,9,2300675977.191,811115464.644
